housing_type,Bathroom/Laundry,Exterior,Garage,Kitchen,Living areas,Other,Unknown
Multifamily,6.028368794326241,21.27659574468085,0.0,31.560283687943265,3.1914893617021276,37.5886524822695,0.3546099290780142
Single-family,4.666666666666667,25.333333333333336,0.6666666666666667,19.666666666666664,7.000000000000001,41.333333333333336,1.3333333333333335
