incident_number,calendaryear,month,incdate,problem,responsearea,prioritydescription,council_district,location,longitude,latitude
22008741,2022,Jan,01/17/2022 12:00:00 AM,BOX -Structure Fire,00-0203,1F,1,"(-97.727153,30.274187)",-97.727153,30.274187
22008916,2022,Jan,01/18/2022 12:00:00 AM,BOXL- Structure Fire,00-3606,1F,2,"(-97.779988,30.193398)",-97.779988,30.193398
22009104,2022,Jan,01/18/2022 12:00:00 AM,BOXL- Structure Fire,00-0601,1F,9,"(-97.741875,30.240373)",-97.741875,30.240373
22009147,2022,Jan,01/18/2022 12:00:00 AM,BOXL- Structure Fire,00-3303,1F,10,"(-97.753052,30.401550)",-97.753052,30.40155
22009239,2022,Jan,01/19/2022 12:00:00 AM,BOX -Structure Fire,00-3701,1F,8,"(-97.878382,30.242275)",-97.878382,30.242275
22009679,2022,Jan,01/19/2022 12:00:00 AM,BOXL- Structure Fire,00-2601,1F,1,"(-97.629644,30.298697)",-97.629644,30.298697
22009930,2022,Jan,01/20/2022 12:00:00 AM,BOXS - Still Box Alarm,00-1401,1F,9,"(-97.698518,30.298207)",-97.698518,30.298207
22009976,2022,Jan,01/20/2022 12:00:00 AM,BOX -Structure Fire,05-4604,1F,-,"(-97.853297,30.178153)",-97.853297,30.178153
22010025,2022,Jan,01/20/2022 12:00:00 AM,BOX -Structure Fire,00-0101,1F,9,"(-97.738791,30.258781)",-97.738791,30.258781
22010130,2022,Jan,01/20/2022 12:00:00 AM,BOX -Structure Fire,00-3604,1F,5,"(-97.800316,30.159961)",-97.800316,30.159961
22010153,2022,Jan,01/21/2022 12:00:00 AM,BOXS - Still Box Alarm,00-2006,1F,2,"(-97.793672,30.199230)",-97.793672,30.19923
22010177,2022,Jan,01/21/2022 12:00:00 AM,BOXS - Still Box Alarm,00-1501,1F,3,"(-97.692442,30.261204)",-97.692442,30.261204
22010311,2022,Jan,01/21/2022 12:00:00 AM,BOXS - Still Box Alarm,00-0201,1F,9,"(-97.745833,30.285278)",-97.745833,30.285278
22010413,2022,Jan,01/21/2022 12:00:00 AM,BOXS - Still Box Alarm,00-1804,1F,4,"(-97.692055,30.333463)",-97.692055,30.333463
22010462,2022,Jan,01/21/2022 12:00:00 AM,BOXHI - HIRISE Structure Fire,00-0101,1F,9,"(-97.739237,30.257594)",-97.739237,30.257594
22010595,2022,Jan,01/21/2022 12:00:00 AM,BOXS - Still Box Alarm,00-1601,1F,7,"(-97.718512,30.350281)",-97.718512,30.350281
22010751,2022,Jan,01/22/2022 12:00:00 AM,BOXS - Still Box Alarm,00-4401,1F,10,"(-97.764790,30.430206)",-97.76479,30.430206
22010835,2022,Jan,01/22/2022 12:00:00 AM,BOX -Structure Fire,00-3001,1F,4,"(-97.700065,30.379435)",-97.700065,30.379435
22010885,2022,Jan,01/22/2022 12:00:00 AM,BOXL- Structure Fire,00-3001,1F,4,"(-97.704590,30.386538)",-97.70459,30.386538
22011018,2022,Jan,01/22/2022 12:00:00 AM,BOXL- Structure Fire,00-4001,1F,7,"(-97.667154,30.398842)",-97.667154,30.398842
22011073,2022,Jan,01/22/2022 12:00:00 AM,BOXS - Still Box Alarm,00-2801,1F,7,"(-97.697807,30.435161)",-97.697807,30.435161
22011103,2022,Jan,01/22/2022 12:00:00 AM,BOXS - Still Box Alarm,00-3404,1F,6,"(-97.789426,30.481602)",-97.789426,30.481602
22011221,2022,Jan,01/23/2022 12:00:00 AM,BOX -Structure Fire,00-3907,1F,6,"(-97.840158,30.435436)",-97.840158,30.435436
22011294,2022,Jan,01/23/2022 12:00:00 AM,BOX -Structure Fire,00-1706,1F,3,"(-97.765313,30.233119)",-97.765313,30.233119
22011328,2022,Jan,01/23/2022 12:00:00 AM,BOXS - Still Box Alarm,00-2705,1F,8,"(-97.869878,30.214034)",-97.869878,30.214034
22011376,2022,Jan,01/23/2022 12:00:00 AM,BOXL- Structure Fire,00-2205,1F,3,"(-97.684773,30.233631)",-97.684773,30.233631
22011473,2022,Jan,01/23/2022 12:00:00 AM,BOXL- Structure Fire,00-1603,1F,4,"(-97.715340,30.325600)",-97.71534,30.3256
22011564,2022,Jan,01/23/2022 12:00:00 AM,BOXL- Structure Fire,00-1206,1F,10,"(-97.746649,30.309366)",-97.746649,30.309366
22011607,2022,Jan,01/23/2022 12:00:00 AM,BOXL- Structure Fire,00-0802,1F,4,"(-97.699648,30.358309)",-97.699648,30.358309
22011649,2022,Jan,01/24/2022 12:00:00 AM,BOX -Structure Fire,00-0303,1F,9,"(-97.732397,30.294637)",-97.732397,30.294637
22011667,2022,Jan,01/24/2022 12:00:00 AM,BOXL- Structure Fire,00-2801,1F,7,"(-97.685534,30.414012)",-97.685534,30.414012
22011823,2022,Jan,01/24/2022 12:00:00 AM,BOX -Structure Fire,00-1805,1F,1,"(-97.677634,30.327929)",-97.677634,30.327929
22011864,2022,Jan,01/24/2022 12:00:00 AM,BOXL- Structure Fire,00-0303,1F,9,"(-97.728302,30.290527)",-97.728302,30.290527
22011865,2022,Jan,01/24/2022 12:00:00 AM,BOX -Structure Fire,00-0701,1F,1,"(-97.717581,30.269762)",-97.717581,30.269762
22011868,2022,Jan,01/24/2022 12:00:00 AM,BOX -Structure Fire,00-0701,1F,1,"(-97.717344,30.268739)",-97.717344,30.268739
22011992,2022,Jan,01/24/2022 12:00:00 AM,BOXS - Still Box Alarm,00-2901,1F,8,"(-97.854529,30.208351)",-97.854529,30.208351
22012046,2022,Jan,01/24/2022 12:00:00 AM,BOX -Structure Fire,00-0201,1F,9,"(-97.739481,30.285673)",-97.739481,30.285673
22012100,2022,Jan,01/24/2022 12:00:00 AM,BOXS - Still Box Alarm,00-4202,1F,2,"(-97.633142,30.204422)",-97.633142,30.204422
22012115,2022,Jan,01/24/2022 12:00:00 AM,BOX -Structure Fire,00-0301,1F,9,"(-97.743918,30.295922)",-97.743918,30.295922
22012700,2022,Jan,01/26/2022 12:00:00 AM,BOXS - Still Box Alarm,00-2002,1F,5,"(-97.821387,30.194004)",-97.821387,30.194004
22012744,2022,Jan,01/26/2022 12:00:00 AM,BOX -Structure Fire,00-1204,1F,-,"(-97.730291,30.319607)",-97.730291,30.319607
22012796,2022,Jan,01/26/2022 12:00:00 AM,BOX -Structure Fire,00-3101,1F,10,"(-97.795600,30.357813)",-97.7956,30.357813
22012887,2022,Jan,01/26/2022 12:00:00 AM,BOXL- Structure Fire,00-2301,1F,1,"(-97.674901,30.371343)",-97.674901,30.371343
22012942,2022,Jan,01/26/2022 12:00:00 AM,BOXL- Structure Fire,00-3604,1F,5,"(-97.800316,30.159961)",-97.800316,30.159961
22012964,2022,Jan,01/26/2022 12:00:00 AM,BOXL- Structure Fire,00-1504,1F,3,"(-97.700619,30.273119)",-97.700619,30.273119
22013157,2022,Jan,01/27/2022 12:00:00 AM,BOX -Structure Fire,00-2202,1F,3,"(-97.729999,30.231285)",-97.729999,30.231285
22013338,2022,Jan,01/27/2022 12:00:00 AM,BOX -Structure Fire,00-2902,1F,8,"(-97.836450,30.201195)",-97.83645,30.201195
22014142,2022,Jan,01/29/2022 12:00:00 AM,BOX -Structure Fire,00-2202,1F,3,"(-97.732851,30.232158)",-97.732851,30.232158
22014630,2022,Jan,01/30/2022 12:00:00 AM,BOXS - Still Box Alarm,00-2401,1F,2,"(-97.742899,30.190384)",-97.742899,30.190384
22014853,2022,Jan,01/30/2022 12:00:00 AM,BOXS - Still Box Alarm,00-2204,1F,3,"(-97.706227,30.230180)",-97.706227,30.23018
22015017,2022,Jan,01/31/2022 12:00:00 AM,BOX -Structure Fire,00-1101,1F,5,"(-97.763074,30.253497)",-97.763074,30.253497
22015633,2022,Feb,02/01/2022 12:00:00 AM,BOX -Structure Fire,00-2304,1F,4,"(-97.683941,30.355673)",-97.683941,30.355673
22015721,2022,Feb,02/01/2022 12:00:00 AM,BOX -Structure Fire,00-3501,1F,2,"(-97.722148,30.208200)",-97.722148,30.2082
22015802,2022,Feb,02/01/2022 12:00:00 AM,BOX -Structure Fire,00-3005,1F,4,"(-97.682436,30.367714)",-97.682436,30.367714
22015927,2022,Feb,02/01/2022 12:00:00 AM,BOXS - Still Box Alarm,00-0301,1F,9,"(-97.725972,30.288225)",-97.725972,30.288225
22016015,2022,Feb,02/02/2022 12:00:00 AM,BOXS - Still Box Alarm,00-3001,1F,4,"(-97.699115,30.375100)",-97.699115,30.3751
22016345,2022,Feb,02/02/2022 12:00:00 AM,BOXS - Still Box Alarm,00-0201,1F,9,"(-97.741586,30.287391)",-97.741586,30.287391
22016504,2022,Feb,02/03/2022 12:00:00 AM,BOXMID -MIDRISE Structure Fire,00-0301,1F,9,"(-97.744281,30.292142)",-97.744281,30.292142
22016588,2022,Feb,02/03/2022 12:00:00 AM,BOX -Structure Fire,00-0702,1F,3,"(-97.707516,30.259572)",-97.707516,30.259572
22016744,2022,Feb,02/03/2022 12:00:00 AM,BOXS - Still Box Alarm,00-0804,1F,7,"(-97.717192,30.352084)",-97.717192,30.352084
22016777,2022,Feb,02/03/2022 12:00:00 AM,BOXS - Still Box Alarm,00-1405,1F,9,"(-97.719310,30.298222)",-97.71931,30.298222
22016788,2022,Feb,02/03/2022 12:00:00 AM,BOXS - Still Box Alarm,00-0601,1F,9,"(-97.744222,30.254162)",-97.744222,30.254162
22016858,2022,Feb,02/03/2022 12:00:00 AM,BOX -Structure Fire,00-2206,1F,3,"(-97.693548,30.220193)",-97.693548,30.220193
22016876,2022,Feb,02/03/2022 12:00:00 AM,BOXL- Structure Fire,00-3002,1F,7,"(-97.697253,30.388017)",-97.697253,30.388017
22016899,2022,Feb,02/03/2022 12:00:00 AM,BOXS - Still Box Alarm,00-0401,1F,9,"(-97.763903,30.274149)",-97.763903,30.274149
22016931,2022,Feb,02/03/2022 12:00:00 AM,BOX -Structure Fire,00-3003,1F,7,"(-97.676688,30.378959)",-97.676688,30.378959
22016973,2022,Feb,02/03/2022 12:00:00 AM,BOXL- Structure Fire,00-0401,1F,9,"(-97.763903,30.274149)",-97.763903,30.274149
22017009,2022,Feb,02/04/2022 12:00:00 AM,BOX -Structure Fire,00-0501,1F,1,"(-97.680774,30.274609)",-97.680774,30.274609
22017057,2022,Feb,02/04/2022 12:00:00 AM,BOXL- Structure Fire,00-1710,1F,2,"(-97.767882,30.198197)",-97.767882,30.198197
22017071,2022,Feb,02/04/2022 12:00:00 AM,BOXS - Still Box Alarm,00-0603,1F,9,"(-97.758487,30.246079)",-97.758487,30.246079
22017625,2022,Feb,02/04/2022 12:00:00 AM,BOXS - Still Box Alarm,00-1705,1F,5,"(-97.784950,30.235120)",-97.78495,30.23512
22017782,2022,Feb,02/05/2022 12:00:00 AM,BOXS - Still Box Alarm,00-2401,1F,2,"(-97.743683,30.187899)",-97.743683,30.187899
22017817,2022,Feb,02/05/2022 12:00:00 AM,BOXS - Still Box Alarm,00-0902,1F,9,"(-97.724457,30.307214)",-97.724457,30.307214
22017922,2022,Feb,02/05/2022 12:00:00 AM,BOXS - Still Box Alarm,00-3002,1F,7,"(-97.704797,30.397560)",-97.704797,30.39756
22018168,2022,Feb,02/05/2022 12:00:00 AM,BOX -Structure Fire,00-3601,1F,2,"(-97.793719,30.179381)",-97.793719,30.179381
22018411,2022,Feb,02/06/2022 12:00:00 AM,BOX -Structure Fire,00-1709,1F,3,"(-97.765440,30.216604)",-97.76544,30.216604
22018491,2022,Feb,02/06/2022 12:00:00 AM,BOX -Structure Fire,00-2305,1F,4,"(-97.704932,30.353879)",-97.704932,30.353879
22018883,2022,Feb,02/06/2022 12:00:00 AM,BOXS - Still Box Alarm,00-2305,1F,4,"(-97.701640,30.344964)",-97.70164,30.344964
22018984,2022,Feb,02/07/2022 12:00:00 AM,BOXL- Structure Fire,00-4304,1F,8,"(-97.913027,30.168193)",-97.913027,30.168193
22019189,2022,Feb,02/07/2022 12:00:00 AM,BOXS - Still Box Alarm,00-4904,1F,5,"(-97.790321,30.145137)",-97.790321,30.145137
22019215,2022,Feb,02/07/2022 12:00:00 AM,BOXL- Structure Fire,00-3207,1F,8,"(-97.812047,30.270196)",-97.812047,30.270196
22019404,2022,Feb,02/08/2022 12:00:00 AM,BOXMID -MIDRISE Structure Fire,00-4001,1F,1,"(-97.646869,30.390007)",-97.646869,30.390007
22019424,2022,Feb,02/08/2022 12:00:00 AM,BOXL- Structure Fire,00-3701,1F,8,"(-97.888308,30.247001)",-97.888308,30.247001
22019533,2022,Feb,02/08/2022 12:00:00 AM,BOXS - Still Box Alarm,00-2204,1F,3,"(-97.705828,30.232622)",-97.705828,30.232622
22019554,2022,Feb,02/08/2022 12:00:00 AM,BOXS - Still Box Alarm,00-3605,1F,5,"(-97.810906,30.173985)",-97.810906,30.173985
22020098,2022,Feb,02/09/2022 12:00:00 AM,BOXS - Still Box Alarm,00-3001,1F,4,"(-97.699989,30.369343)",-97.699989,30.369343
22020262,2022,Feb,02/09/2022 12:00:00 AM,BOXL- Structure Fire,00-3907,1F,6,"(-97.830054,30.441432)",-97.830054,30.441432
22020420,2022,Feb,02/10/2022 12:00:00 AM,BOXS - Still Box Alarm,00-1803,1F,4,"(-97.704065,30.317053)",-97.704065,30.317053
22020800,2022,Feb,02/10/2022 12:00:00 AM,BOXS - Still Box Alarm,00-1710,1F,3,"(-97.762808,30.200751)",-97.762808,30.200751
22020870,2022,Feb,02/10/2022 12:00:00 AM,BOXL- Structure Fire,00-2803,1F,7,"(-97.691217,30.412377)",-97.691217,30.412377
22020933,2022,Feb,02/11/2022 12:00:00 AM,BOX -Structure Fire,00-1703,1F,5,"(-97.783959,30.219527)",-97.783959,30.219527
22021190,2022,Feb,02/11/2022 12:00:00 AM,BOXS - Still Box Alarm,00-0902,1F,9,"(-97.724457,30.307214)",-97.724457,30.307214
22021753,2022,Feb,02/12/2022 12:00:00 AM,BOXS - Still Box Alarm,00-0801,1F,4,"(-97.716266,30.365626)",-97.716266,30.365626
22021871,2022,Feb,02/13/2022 12:00:00 AM,BOXS - Still Box Alarm,00-2403,1F,2,"(-97.765310,30.192780)",-97.76531,30.19278
22022132,2022,Feb,02/13/2022 12:00:00 AM,BOX -Structure Fire,00-0603,1F,9,"(-97.761265,30.246876)",-97.761265,30.246876
22022259,2022,Feb,02/13/2022 12:00:00 AM,BOX -Structure Fire,00-1709,1F,3,"(-97.765440,30.216604)",-97.76544,30.216604
22022365,2022,Feb,02/14/2022 12:00:00 AM,BOX -Structure Fire,00-3001,1F,4,"(-97.691416,30.384100)",-97.691416,30.3841
22022559,2022,Feb,02/14/2022 12:00:00 AM,BOX -Structure Fire,04-2801,1F,7,"(-97.689557,30.435479)",-97.689557,30.435479
22022776,2022,Feb,02/14/2022 12:00:00 AM,BOXS - Still Box Alarm,00-0603,1F,3,"(-97.758109,30.241149)",-97.758109,30.241149
22022818,2022,Feb,02/14/2022 12:00:00 AM,BOX -Structure Fire,00-2101,1F,10,"(-97.752528,30.358267)",-97.752528,30.358267
22023110,2022,Feb,02/15/2022 12:00:00 AM,BOXL- Structure Fire,00-4901,1F,5,"(-97.803989,30.145635)",-97.803989,30.145635
22023167,2022,Feb,02/15/2022 12:00:00 AM,BOXS - Still Box Alarm,00-1504,1F,3,"(-97.700619,30.273119)",-97.700619,30.273119
22023197,2022,Feb,02/15/2022 12:00:00 AM,BOX -Structure Fire,00-1101,1F,5,"(-97.768440,30.252151)",-97.76844,30.252151
22023936,2022,Feb,02/17/2022 12:00:00 AM,BOX -Structure Fire,00-1403,1F,9,"(-97.722721,30.288263)",-97.722721,30.288263
22024183,2022,Feb,02/17/2022 12:00:00 AM,BOXS - Still Box Alarm,00-3608,1F,5,"(-97.778530,30.163823)",-97.77853,30.163823
22024269,2022,Feb,02/17/2022 12:00:00 AM,BOXS - Still Box Alarm,00-4103,1F,1,"(-97.641566,30.329133)",-97.641566,30.329133
22024286,2022,Feb,02/17/2022 12:00:00 AM,BOX -Structure Fire,00-4302,1F,8,"(-97.889525,30.193490)",-97.889525,30.19349
22024306,2022,Feb,02/17/2022 12:00:00 AM,BOX -Structure Fire,00-1805,1F,4,"(-97.688504,30.325877)",-97.688504,30.325877
22024348,2022,Feb,02/18/2022 12:00:00 AM,BOXHI - HIRISE Structure Fire,00-0102,1F,9,"(-97.740320,30.266317)",-97.74032,30.266317
22024459,2022,Feb,02/18/2022 12:00:00 AM,BOXL- Structure Fire,00-1801,1F,1,"(-97.690832,30.316912)",-97.690832,30.316912
22024505,2022,Feb,02/18/2022 12:00:00 AM,BOX -Structure Fire,00-1001,1F,10,"(-97.775454,30.296446)",-97.775454,30.296446
22024820,2022,Feb,02/19/2022 12:00:00 AM,BOXL- Structure Fire,00-4003,1F,1,"(-97.651842,30.381602)",-97.651842,30.381602
22025222,2022,Feb,02/19/2022 12:00:00 AM,BOXL- Structure Fire,00-3502,1F,3,"(-97.742148,30.222319)",-97.742148,30.222319
22025225,2022,Feb,02/19/2022 12:00:00 AM,BOXS - Still Box Alarm,00-0804,1F,7,"(-97.725252,30.358070)",-97.725252,30.35807
22025395,2022,Feb,02/20/2022 12:00:00 AM,BOXS - Still Box Alarm,00-4906,1F,2,"(-97.764189,30.137736)",-97.764189,30.137736
22025408,2022,Feb,02/20/2022 12:00:00 AM,BOXL- Structure Fire,00-3503,1F,3,"(-97.724988,30.224966)",-97.724988,30.224966
22025680,2022,Feb,02/20/2022 12:00:00 AM,BOXS - Still Box Alarm,00-0201,1F,9,"(-97.747991,30.286479)",-97.747991,30.286479
22025820,2022,Feb,02/21/2022 12:00:00 AM,BOX -Structure Fire,00-0801,1F,4,"(-97.715521,30.372089)",-97.715521,30.372089
22026083,2022,Feb,02/21/2022 12:00:00 AM,BOXS - Still Box Alarm,00-0102,1F,9,"(-97.744846,30.269655)",-97.744846,30.269655
22026099,2022,Feb,02/21/2022 12:00:00 AM,BOX -Structure Fire,00-2206,1F,3,"(-97.693662,30.220200)",-97.693662,30.2202
22026142,2022,Feb,02/21/2022 12:00:00 AM,BOXS - Still Box Alarm,00-4001,1F,7,"(-97.658906,30.397065)",-97.658906,30.397065
22026147,2022,Feb,02/21/2022 12:00:00 AM,BOXS - Still Box Alarm,00-1801,1F,1,"(-97.687625,30.321049)",-97.687625,30.321049
22026236,2022,Feb,02/22/2022 12:00:00 AM,BOX -Structure Fire,00-0701,1F,1,"(-97.719372,30.272815)",-97.719372,30.272815
22026349,2022,Feb,02/22/2022 12:00:00 AM,BOXL- Structure Fire,00-1804,1F,4,"(-97.694730,30.327201)",-97.69473,30.327201
22026646,2022,Feb,02/22/2022 12:00:00 AM,BOX -Structure Fire,00-2306,1F,4,"(-97.691951,30.352645)",-97.691951,30.352645
22026747,2022,Feb,02/23/2022 12:00:00 AM,BOXMID -MIDRISE Structure Fire,00-0101,1F,9,"(-97.740000,30.262107)",-97.74,30.262107
22026852,2022,Feb,02/23/2022 12:00:00 AM,BOXS - Still Box Alarm,00-4001,1F,1,"(-97.630867,30.401407)",-97.630867,30.401407
22026853,2022,Feb,02/23/2022 12:00:00 AM,BOXL- Structure Fire,00-2705,1F,8,"(-97.864175,30.208648)",-97.864175,30.208648
22026914,2022,Feb,02/23/2022 12:00:00 AM,BOX -Structure Fire,04-2604,1F,-,"(-97.615292,30.276336)",-97.615292,30.276336
22027102,2022,Feb,02/24/2022 12:00:00 AM,BOXL- Structure Fire,00-2103,1F,10,"(-97.765296,30.385887)",-97.765296,30.385887
22027104,2022,Feb,02/24/2022 12:00:00 AM,BOX -Structure Fire,00-2103,1F,10,"(-97.765296,30.385887)",-97.765296,30.385887
22027395,2022,Feb,02/24/2022 12:00:00 AM,BOX -Structure Fire,00-0601,1F,9,"(-97.750030,30.244801)",-97.75003,30.244801
22027541,2022,Feb,02/24/2022 12:00:00 AM,BOX -Structure Fire,00-0303,1F,9,"(-97.731316,30.298701)",-97.731316,30.298701
22027666,2022,Feb,02/25/2022 12:00:00 AM,BOXMID -MIDRISE Structure Fire,00-3401,1F,6,"(-97.791675,30.456541)",-97.791675,30.456541
22027709,2022,Feb,02/25/2022 12:00:00 AM,BOXL- Structure Fire,00-5101,1F,8,"(-97.857126,30.235493)",-97.857126,30.235493
22027932,2022,Feb,02/25/2022 12:00:00 AM,BOXL- Structure Fire,00-3102,1F,10,"(-97.789186,30.376396)",-97.789186,30.376396
22027975,2022,Feb,02/25/2022 12:00:00 AM,BOXL- Structure Fire,00-3501,1F,2,"(-97.744030,30.215723)",-97.74403,30.215723
22028058,2022,Feb,02/25/2022 12:00:00 AM,BOX -Structure Fire,00-1803,1F,4,"(-97.703562,30.314198)",-97.703562,30.314198
22028560,2022,Feb,02/27/2022 12:00:00 AM,BOX -Structure Fire,00-2205,1F,3,"(-97.695303,30.234621)",-97.695303,30.234621
22028850,2022,Feb,02/27/2022 12:00:00 AM,BOXS - Still Box Alarm,00-0201,1F,9,"(-97.742942,30.285088)",-97.742942,30.285088
22028982,2022,Feb,02/28/2022 12:00:00 AM,BOX -Structure Fire,00-1603,1F,4,"(-97.704674,30.332796)",-97.704674,30.332796
22029266,2022,Feb,02/28/2022 12:00:00 AM,BOXL- Structure Fire,00-3504,1F,2,"(-97.690497,30.185362)",-97.690497,30.185362
22029297,2022,Feb,02/28/2022 12:00:00 AM,BOXL- Structure Fire,00-3502,1F,3,"(-97.730086,30.223739)",-97.730086,30.223739
22029674,2022,Mar,03/01/2022 12:00:00 AM,BOXS - Still Box Alarm,00-1404,1F,9,"(-97.714436,30.292308)",-97.714436,30.292308
22029718,2022,Mar,03/01/2022 12:00:00 AM,BOX -Structure Fire,00-0301,1F,9,"(-97.744780,30.287944)",-97.74478,30.287944
22029742,2022,Mar,03/01/2022 12:00:00 AM,BOX -Structure Fire,00-2305,1F,4,"(-97.696442,30.349147)",-97.696442,30.349147
22029797,2022,Mar,03/01/2022 12:00:00 AM,BOXL- Structure Fire,00-1705,1F,5,"(-97.776910,30.236770)",-97.77691,30.23677
22029851,2022,Mar,03/01/2022 12:00:00 AM,BOXL- Structure Fire,00-0901,1F,9,"(-97.733489,30.310010)",-97.733489,30.31001
22029943,2022,Mar,03/02/2022 12:00:00 AM,BOXS - Still Box Alarm,00-1602,1F,4,"(-97.707619,30.336562)",-97.707619,30.336562
22029956,2022,Mar,03/02/2022 12:00:00 AM,BOX -Structure Fire,00-1005,1F,10,"(-97.788632,30.298531)",-97.788632,30.298531
22030108,2022,Mar,03/02/2022 12:00:00 AM,BOX -Structure Fire,00-3901,1F,6,"(-97.848778,30.405075)",-97.848778,30.405075
22030225,2022,Mar,03/02/2022 12:00:00 AM,BOXS - Still Box Alarm,00-0701,1F,1,"(-97.726374,30.268508)",-97.726374,30.268508
22030296,2022,Mar,03/02/2022 12:00:00 AM,BOX -Structure Fire,00-2404,1F,2,"(-97.748239,30.151566)",-97.748239,30.151566
22030315,2022,Mar,03/02/2022 12:00:00 AM,BOX -Structure Fire,00-0101,1F,3,"(-97.736164,30.260071)",-97.736164,30.260071
22030825,2022,Mar,03/03/2022 12:00:00 AM,BOXL- Structure Fire,00-3301,1F,10,"(-97.762002,30.391994)",-97.762002,30.391994
22030864,2022,Mar,03/03/2022 12:00:00 AM,BOXL- Structure Fire,00-2803,1F,7,"(-97.688143,30.408562)",-97.688143,30.408562
22031161,2022,Mar,03/04/2022 12:00:00 AM,BOXS - Still Box Alarm,00-3908,1F,6,"(-97.845560,30.371277)",-97.84556,30.371277
22031233,2022,Mar,03/04/2022 12:00:00 AM,BOX -Structure Fire,00-1804,1F,4,"(-97.694680,30.326797)",-97.69468,30.326797
22031604,2022,Mar,03/05/2022 12:00:00 AM,BOX -Structure Fire,00-3002,1F,7,"(-97.704797,30.397560)",-97.704797,30.39756
22032320,2022,Mar,03/07/2022 12:00:00 AM,BOXL- Structure Fire,00-2801,1F,7,"(-97.673793,30.414425)",-97.673793,30.414425
22032394,2022,Mar,03/07/2022 12:00:00 AM,BOXS - Still Box Alarm,00-2103,1F,10,"(-97.758540,30.373302)",-97.75854,30.373302
22032582,2022,Mar,03/08/2022 12:00:00 AM,BOXS - Still Box Alarm,00-0701,1F,3,"(-97.726361,30.258768)",-97.726361,30.258768
22032763,2022,Mar,03/08/2022 12:00:00 AM,BOXS - Still Box Alarm,00-1901,1F,10,"(-97.766278,30.335845)",-97.766278,30.335845
22033047,2022,Mar,03/09/2022 12:00:00 AM,BOXS - Still Box Alarm,00-2402,1F,2,"(-97.731273,30.192963)",-97.731273,30.192963
22033084,2022,Mar,03/09/2022 12:00:00 AM,BOXS - Still Box Alarm,00-0201,1F,9,"(-97.738988,30.283608)",-97.738988,30.283608
22033098,2022,Mar,03/09/2022 12:00:00 AM,BOX -Structure Fire,00-3607,1F,2,"(-97.773644,30.186580)",-97.773644,30.18658
22033342,2022,Mar,03/09/2022 12:00:00 AM,BOX -Structure Fire,00-2303,1F,1,"(-97.676213,30.329801)",-97.676213,30.329801
22033781,2022,Mar,03/10/2022 12:00:00 AM,BOXL- Structure Fire,00-1803,1F,4,"(-97.708427,30.312391)",-97.708427,30.312391
22033835,2022,Mar,03/10/2022 12:00:00 AM,BOX -Structure Fire,00-1101,1F,5,"(-97.760429,30.259149)",-97.760429,30.259149
22034213,2022,Mar,03/11/2022 12:00:00 AM,BOX -Structure Fire,00-3504,1F,2,"(-97.694681,30.197620)",-97.694681,30.19762
22034281,2022,Mar,03/12/2022 12:00:00 AM,BOXS - Still Box Alarm,00-0301,1F,9,"(-97.740217,30.290116)",-97.740217,30.290116
22034328,2022,Mar,03/12/2022 12:00:00 AM,BOXL- Structure Fire,00-2903,1F,5,"(-97.827621,30.176709)",-97.827621,30.176709
22034955,2022,Mar,03/13/2022 12:00:00 AM,BOXL- Structure Fire,00-1101,1F,5,"(-97.769248,30.255390)",-97.769248,30.25539
22034963,2022,Mar,03/13/2022 12:00:00 AM,BOXL- Structure Fire,00-0701,1F,3,"(-97.735929,30.252171)",-97.735929,30.252171
22035345,2022,Mar,03/14/2022 12:00:00 AM,BOXS - Still Box Alarm,00-3703,1F,8,"(-97.890863,30.229444)",-97.890863,30.229444
22035551,2022,Mar,03/14/2022 12:00:00 AM,BOX -Structure Fire,00-1709,1F,3,"(-97.765979,30.211490)",-97.765979,30.21149
22035742,2022,Mar,03/15/2022 12:00:00 AM,BOXL- Structure Fire,00-2801,1F,7,"(-97.677783,30.412480)",-97.677783,30.41248
22035783,2022,Mar,03/15/2022 12:00:00 AM,BOXL- Structure Fire,00-0501,1F,1,"(-97.673488,30.270821)",-97.673488,30.270821
22035818,2022,Mar,03/15/2022 12:00:00 AM,BOX -Structure Fire,04-2609,1F,-,"(-97.612417,30.276550)",-97.612417,30.27655
22036530,2022,Mar,03/16/2022 12:00:00 AM,BOXS - Still Box Alarm,00-2302,1F,1,"(-97.676531,30.348867)",-97.676531,30.348867
22036590,2022,Mar,03/17/2022 12:00:00 AM,BOX -Structure Fire,00-3502,1F,3,"(-97.743552,30.228950)",-97.743552,30.22895
22036811,2022,Mar,03/17/2022 12:00:00 AM,BOXS - Still Box Alarm,00-0801,1F,4,"(-97.711898,30.367786)",-97.711898,30.367786
22037020,2022,Mar,03/18/2022 12:00:00 AM,BOXL- Structure Fire,00-2305,1F,4,"(-97.696442,30.349147)",-97.696442,30.349147
22037585,2022,Mar,03/19/2022 12:00:00 AM,BOXL- Structure Fire,00-3005,1F,4,"(-97.691594,30.372698)",-97.691594,30.372698
22037674,2022,Mar,03/19/2022 12:00:00 AM,BOXHI - HIRISE Structure Fire,00-0102,1F,9,"(-97.742950,30.267702)",-97.74295,30.267702
22038327,2022,Mar,03/20/2022 12:00:00 AM,BOX -Structure Fire,00-3102,1F,10,"(-97.803334,30.371727)",-97.803334,30.371727
22038485,2022,Mar,03/20/2022 12:00:00 AM,BOX -Structure Fire,00-1905,1F,10,"(-97.763282,30.331633)",-97.763282,30.331633
