incident_number,calendaryear,month,incdate,call_type,problem,responsearea,prioritydescription,council_district,location,longitude,latitude,census_tracts,tract_codes
22000037,2022,Jan,01/01/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2306,1F,4,"(-97.692635,30.364969)",-97.692635,30.364969,['410'],['041000']
22000085,2022,Jan,01/01/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1407,1F,4,"(-97.714795,30.316076)",-97.714795,30.316076,['15.03'],['001503']
22000122,2022,Jan,01/01/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-4104,1F,1,"(-97.612957,30.372331)",-97.612957,30.372331,['449'],['044900']
22000252,2022,Jan,01/01/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1709,1F,3,"(-97.765376,30.213776)",-97.765376,30.213776,['24.03'],['002403']
22000440,2022,Jan,01/01/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2306,1F,4,"(-97.691949,30.359055)",-97.691949,30.359055,['431'],['043100']
22000581,2022,Jan,01/01/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-4001,1F,7,"(-97.670770,30.406651)",-97.67077,30.406651,['439'],['043900']
22000653,2022,Jan,01/02/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2305,1F,4,"(-97.696442,30.349147)",-97.696442,30.349147,['432'],['043200']
22000699,2022,Jan,01/02/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3102,1F,10,"(-97.798841,30.384608)",-97.798841,30.384608,['305'],['030500']
22000799,2022,Jan,01/02/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0201,1F,9,"(-97.751851,30.285251)",-97.751851,30.285251,['6.07'],['000607']
22000844,2022,Jan,01/02/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4001,1F,7,"(-97.651433,30.389071)",-97.651433,30.389071,['439'],['043900']
22000892,2022,Jan,01/02/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4001,1F,7,"(-97.642155,30.406236)",-97.642155,30.406236,['439'],['043900']
22000969,2022,Jan,01/02/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3403,1F,6,"(-97.809452,30.467244)",-97.809452,30.467244,['203.34'],['020334']
22001028,2022,Jan,01/02/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1001,1F,10,"(-97.762989,30.291350)",-97.762989,30.29135,['16.05'],['001605']
22001084,2022,Jan,01/02/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1101,1F,5,"(-97.773710,30.248166)",-97.77371,30.248166,['13.04'],['001304']
22001205,2022,Jan,01/03/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-5106,1F,5,"(-97.795518,30.230068)",-97.795518,30.230068,['303'],['030300']
22001213,2022,Jan,01/03/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3904,1F,6,"(-97.862570,30.366938)",-97.86257,30.366938,['350'],['035000']
22001282,2022,Jan,01/03/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2503,1F,10,"(-97.748314,30.394168)",-97.748314,30.394168,['308'],['030800']
22001436,2022,Jan,01/03/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2101,1F,10,"(-97.755579,30.356287)",-97.755579,30.356287,['323'],['032300']
22001531,2022,Jan,01/03/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2102,1F,10,"(-97.764292,30.366280)",-97.764292,30.36628,['300'],['030000']
22001560,2022,Jan,01/03/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,04-4801,1F,-,"(-97.572826,30.238514)",-97.572826,30.238514,['22.16'],['002216']
22001570,2022,Jan,01/03/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4001,1F,7,"(-97.663633,30.409145)",-97.663633,30.409145,['439'],['043900']
22001652,2022,Jan,01/03/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0805,1F,7,"(-97.737398,30.371433)",-97.737398,30.371433,['404'],['040400']
22002355,2022,Jan,01/05/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2404,1F,2,"(-97.738214,30.158095)",-97.738214,30.158095,['24.39'],['002439']
22002422,2022,Jan,01/05/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1706,1F,3,"(-97.769329,30.239432)",-97.769329,30.239432,['13.07'],['001307']
22002486,2022,Jan,01/05/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2803,1F,7,"(-97.697425,30.407034)",-97.697425,30.407034,['412'],['041200']
22002878,2022,Jan,01/06/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3606,1F,2,"(-97.785565,30.194777)",-97.785565,30.194777,['24.22'],['002422']
22003126,2022,Jan,01/06/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1101,1F,5,"(-97.769764,30.254056)",-97.769764,30.254056,['13.04'],['001304']
22003215,2022,Jan,01/07/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0801,1F,4,"(-97.716434,30.370666)",-97.716434,30.370666,['407'],['040700']
22003238,2022,Jan,01/07/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2001,1F,5,"(-97.806641,30.209738)",-97.806641,30.209738,['304'],['030400']
22003300,2022,Jan,01/07/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1705,1F,5,"(-97.792424,30.236289)",-97.792424,30.236289,['20.04'],['002004']
22003313,2022,Jan,01/07/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0501,1F,1,"(-97.686171,30.276227)",-97.686171,30.276227,['21.10'],['002110']
22003315,2022,Jan,01/07/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0501,1F,1,"(-97.686093,30.276351)",-97.686093,30.276351,['21.10'],['002110']
22003353,2022,Jan,01/07/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4002,1F,1,"(-97.621895,30.392712)",-97.621895,30.392712,['449'],['044900']
22003657,2022,Jan,01/07/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-0101,1F,9,"(-97.734616,30.266807)",-97.734616,30.266807,['11.01'],['001101']
22003662,2022,Jan,01/07/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-0303,1F,9,"(-97.741431,30.304425)",-97.741431,30.304425,"['2.04', '2.03']","['000204', '000203']"
22004324,2022,Jan,01/09/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0604,1F,9,"(-97.750933,30.256929)",-97.750933,30.256929,['13.11'],['001311']
22004487,2022,Jan,01/09/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,04-4408,1F,6,"(-97.744443,30.443084)",-97.744443,30.443084,['341'],['034100']
22004598,2022,Jan,01/09/2022 12:00:00 AM,Fire,BOXMID -MIDRISE Structure Fire,00-1602,1F,4,"(-97.702218,30.336554)",-97.702218,30.336554,['400'],['040000']
22004906,2022,Jan,01/10/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0303,1F,9,"(-97.744954,30.300158)",-97.744954,30.300158,['2.04'],['000204']
22005057,2022,Jan,01/10/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2005,1F,2,"(-97.789763,30.197935)",-97.789763,30.197935,['24.24'],['002424']
22005099,2022,Jan,01/10/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1905,1F,10,"(-97.763346,30.329348)",-97.763346,30.329348,['1.01'],['000101']
22005187,2022,Jan,01/11/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2401,1F,2,"(-97.748077,30.186644)",-97.748077,30.186644,['24.12'],['002412']
22005419,2022,Jan,01/11/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2202,1F,3,"(-97.727876,30.227509)",-97.727876,30.227509,['23.13'],['002313']
22005532,2022,Jan,01/11/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3809,1F,6,"(-97.770386,30.455038)",-97.770386,30.455038,['204.09'],['020409']
22005661,2022,Jan,01/12/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1701,1F,3,"(-97.770483,30.224920)",-97.770483,30.22492,['20.03'],['002003']
22006076,2022,Jan,01/12/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4403,1F,6,"(-97.764606,30.445108)",-97.764606,30.445108,['204.10'],['020410']
22006226,2022,Jan,01/13/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1903,1F,10,"(-97.756641,30.355105)",-97.756641,30.355105,['306'],['030600']
22006262,2022,Jan,01/13/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-0603,1F,9,"(-97.756965,30.245604)",-97.756965,30.245604,['13.12'],['001312']
22006391,2022,Jan,01/13/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3102,1F,10,"(-97.791275,30.363743)",-97.791275,30.363743,['305'],['030500']
22006423,2022,Jan,01/13/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-1001,1F,10,"(-97.767128,30.291929)",-97.767128,30.291929,['16.05'],['001605']
22006554,2022,Jan,01/13/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3001,1F,4,"(-97.695013,30.377626)",-97.695013,30.377626,['409'],['040900']
22006574,2022,Jan,01/13/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1201,1F,7,"(-97.746601,30.325176)",-97.746601,30.325176,['1.01'],['000101']
22006686,2022,Jan,01/14/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-1204,1F,4,"(-97.727918,30.323469)",-97.727918,30.323469,['15.03'],['001503']
22006736,2022,Jan,01/14/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2001,1F,5,"(-97.807566,30.211008)",-97.807566,30.211008,['304'],['030400']
22007278,2022,Jan,01/15/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2203,1F,3,"(-97.717205,30.237520)",-97.717205,30.23752,"['23.24', '23.26']","['002324', '002326']"
22007305,2022,Jan,01/15/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2205,1F,3,"(-97.696972,30.229565)",-97.696972,30.229565,['23.21'],['002321']
22007540,2022,Jan,01/15/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1604,1F,4,"(-97.721620,30.333410)",-97.72162,30.33341,['15.05'],['001505']
22007804,2022,Jan,01/16/2022 12:00:00 AM,Fire,BOXMAR - Marina Fire,00-3110,1F,10,"(-97.790855,30.343894)",-97.790855,30.343894,['19.12'],['001912']
22007996,2022,Jan,01/16/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1205,1F,9,"(-97.732472,30.313530)",-97.732472,30.31353,['2.03'],['000203']
22008302,2022,Jan,01/17/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-4904,1F,5,"(-97.779043,30.135138)",-97.779043,30.135138,['24.46'],['002446']
22008518,2022,Jan,01/17/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0303,1F,9,"(-97.739096,30.301198)",-97.739096,30.301198,['5'],['000500']
22008585,2022,Jan,01/17/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2306,1F,4,"(-97.691951,30.352645)",-97.691951,30.352645,['431'],['043100']
22008741,2022,Jan,01/17/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0203,1F,1,"(-97.727153,30.274187)",-97.727153,30.274187,['8.03'],['000803']
22008916,2022,Jan,01/18/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3606,1F,2,"(-97.779988,30.193398)",-97.779988,30.193398,['24.22'],['002422']
22009104,2022,Jan,01/18/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-0601,1F,9,"(-97.741875,30.240373)",-97.741875,30.240373,['14.02'],['001402']
22009147,2022,Jan,01/18/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3303,1F,10,"(-97.753052,30.401550)",-97.753052,30.40155,['308'],['030800']
22009239,2022,Jan,01/19/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3701,1F,8,"(-97.878382,30.242275)",-97.878382,30.242275,['19.20'],['001920']
22009679,2022,Jan,01/19/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2601,1F,1,"(-97.629644,30.298697)",-97.629644,30.298697,['22.22'],['002222']
22009930,2022,Jan,01/20/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1401,1F,9,"(-97.698518,30.298207)",-97.698518,30.298207,['3.08'],['000308']
22009976,2022,Jan,01/20/2022 12:00:00 AM,Fire,BOX -Structure Fire,05-4604,1F,-,"(-97.853297,30.178153)",-97.853297,30.178153,"['313', '319']","['031300', '031900']"
22010025,2022,Jan,01/20/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0101,1F,9,"(-97.738791,30.258781)",-97.738791,30.258781,['11.03'],['001103']
22010130,2022,Jan,01/20/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3604,1F,5,"(-97.800316,30.159961)",-97.800316,30.159961,['24.37'],['002437']
22010153,2022,Jan,01/21/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2006,1F,2,"(-97.793672,30.199230)",-97.793672,30.19923,['24.24'],['002424']
22010177,2022,Jan,01/21/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1501,1F,3,"(-97.692442,30.261204)",-97.692442,30.261204,['21.11'],['002111']
22010311,2022,Jan,01/21/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0201,1F,9,"(-97.745833,30.285278)",-97.745833,30.285278,['6.07'],['000607']
22010413,2022,Jan,01/21/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1804,1F,4,"(-97.692055,30.333463)",-97.692055,30.333463,['433'],['043300']
22010462,2022,Jan,01/21/2022 12:00:00 AM,Fire,BOXHI - HIRISE Structure Fire,00-0101,1F,9,"(-97.739237,30.257594)",-97.739237,30.257594,['11.03'],['001103']
22010595,2022,Jan,01/21/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1601,1F,7,"(-97.718512,30.350281)",-97.718512,30.350281,['405'],['040500']
22010751,2022,Jan,01/22/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4401,1F,10,"(-97.764790,30.430206)",-97.76479,30.430206,['327'],['032700']
22010835,2022,Jan,01/22/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3001,1F,4,"(-97.700065,30.379435)",-97.700065,30.379435,['408'],['040800']
22010885,2022,Jan,01/22/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3001,1F,4,"(-97.704590,30.386538)",-97.70459,30.386538,['417'],['041700']
22011018,2022,Jan,01/22/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-4001,1F,7,"(-97.667154,30.398842)",-97.667154,30.398842,['440'],['044000']
22011073,2022,Jan,01/22/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2801,1F,7,"(-97.697807,30.435161)",-97.697807,30.435161,['451'],['045100']
22011103,2022,Jan,01/22/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3404,1F,6,"(-97.789426,30.481602)",-97.789426,30.481602,['203.11'],['020311']
22011221,2022,Jan,01/23/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3907,1F,6,"(-97.840158,30.435436)",-97.840158,30.435436,['344'],['034400']
22011294,2022,Jan,01/23/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1706,1F,3,"(-97.765313,30.233119)",-97.765313,30.233119,"['13.08', '13.07']","['001308', '001307']"
22011328,2022,Jan,01/23/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2705,1F,8,"(-97.869878,30.214034)",-97.869878,30.214034,['312'],['031200']
22011376,2022,Jan,01/23/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2205,1F,3,"(-97.684773,30.233631)",-97.684773,30.233631,['23.20'],['002320']
22011473,2022,Jan,01/23/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-1603,1F,4,"(-97.715340,30.325600)",-97.71534,30.3256,['15.03'],['001503']
22011564,2022,Jan,01/23/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-1206,1F,10,"(-97.746649,30.309366)",-97.746649,30.309366,['2.04'],['000204']
22011607,2022,Jan,01/23/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-0802,1F,4,"(-97.699648,30.358309)",-97.699648,30.358309,['431'],['043100']
22011649,2022,Jan,01/24/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0303,1F,9,"(-97.732397,30.294637)",-97.732397,30.294637,['5'],['000500']
22011667,2022,Jan,01/24/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2801,1F,7,"(-97.685534,30.414012)",-97.685534,30.414012,['421'],['042100']
22011823,2022,Jan,01/24/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1805,1F,1,"(-97.677634,30.327929)",-97.677634,30.327929,['402'],['040200']
22011864,2022,Jan,01/24/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-0303,1F,9,"(-97.728302,30.290527)",-97.728302,30.290527,['4.01'],['000401']
22011865,2022,Jan,01/24/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0701,1F,1,"(-97.717581,30.269762)",-97.717581,30.269762,['8.04'],['000804']
22011868,2022,Jan,01/24/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0701,1F,1,"(-97.717344,30.268739)",-97.717344,30.268739,['8.04'],['000804']
22011992,2022,Jan,01/24/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2901,1F,8,"(-97.854529,30.208351)",-97.854529,30.208351,['335'],['033500']
22012046,2022,Jan,01/24/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0201,1F,9,"(-97.739481,30.285673)",-97.739481,30.285673,['6.01'],['000601']
22012100,2022,Jan,01/24/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4202,1F,2,"(-97.633142,30.204422)",-97.633142,30.204422,['24.52'],['002452']
22012115,2022,Jan,01/24/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0301,1F,9,"(-97.743918,30.295922)",-97.743918,30.295922,"['6.06', '6.05', '2.04']","['000606', '000605', '000204']"
22012700,2022,Jan,01/26/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2002,1F,5,"(-97.821387,30.194004)",-97.821387,30.194004,['309'],['030900']
22012744,2022,Jan,01/26/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1204,1F,-,"(-97.730291,30.319607)",-97.730291,30.319607,"['3.05', '2.05']","['000305', '000205']"
22012796,2022,Jan,01/26/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3101,1F,10,"(-97.795600,30.357813)",-97.7956,30.357813,['329'],['032900']
22012887,2022,Jan,01/26/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2301,1F,1,"(-97.674901,30.371343)",-97.674901,30.371343,['416'],['041600']
22012942,2022,Jan,01/26/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3604,1F,5,"(-97.800316,30.159961)",-97.800316,30.159961,['24.37'],['002437']
22012964,2022,Jan,01/26/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-1504,1F,3,"(-97.700619,30.273119)",-97.700619,30.273119,['8.01'],['000801']
22013157,2022,Jan,01/27/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2202,1F,3,"(-97.729999,30.231285)",-97.729999,30.231285,['23.15'],['002315']
22013338,2022,Jan,01/27/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2902,1F,8,"(-97.836450,30.201195)",-97.83645,30.201195,['310'],['031000']
22014142,2022,Jan,01/29/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2202,1F,3,"(-97.732851,30.232158)",-97.732851,30.232158,['23.15'],['002315']
22014630,2022,Jan,01/30/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2401,1F,2,"(-97.742899,30.190384)",-97.742899,30.190384,['24.13'],['002413']
22014853,2022,Jan,01/30/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2204,1F,3,"(-97.706227,30.230180)",-97.706227,30.23018,['23.25'],['002325']
22015017,2022,Jan,01/31/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1101,1F,5,"(-97.763074,30.253497)",-97.763074,30.253497,['13.10'],['001310']
22015633,2022,Feb,02/01/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2304,1F,4,"(-97.683941,30.355673)",-97.683941,30.355673,['403'],['040300']
22015721,2022,Feb,02/01/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3501,1F,2,"(-97.722148,30.208200)",-97.722148,30.2082,['24.47'],['002447']
22015802,2022,Feb,02/01/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3005,1F,4,"(-97.682436,30.367714)",-97.682436,30.367714,['410'],['041000']
22015927,2022,Feb,02/01/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0301,1F,9,"(-97.725972,30.288225)",-97.725972,30.288225,['4.01'],['000401']
22016015,2022,Feb,02/02/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3001,1F,4,"(-97.699115,30.375100)",-97.699115,30.3751,['409'],['040900']
22016345,2022,Feb,02/02/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0201,1F,9,"(-97.741586,30.287391)",-97.741586,30.287391,['6.01'],['000601']
22016504,2022,Feb,02/03/2022 12:00:00 AM,Fire,BOXMID -MIDRISE Structure Fire,00-0301,1F,9,"(-97.744281,30.292142)",-97.744281,30.292142,['6.06'],['000606']
22016588,2022,Feb,02/03/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0702,1F,3,"(-97.707516,30.259572)",-97.707516,30.259572,['9.02'],['000902']
22016744,2022,Feb,02/03/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0804,1F,7,"(-97.717192,30.352084)",-97.717192,30.352084,['405'],['040500']
22016777,2022,Feb,02/03/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1405,1F,9,"(-97.719310,30.298222)",-97.71931,30.298222,['3.02'],['000302']
22016788,2022,Feb,02/03/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0601,1F,9,"(-97.744222,30.254162)",-97.744222,30.254162,['14.01'],['001401']
22016858,2022,Feb,02/03/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2206,1F,3,"(-97.693548,30.220193)",-97.693548,30.220193,['23.20'],['002320']
22016876,2022,Feb,02/03/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3002,1F,7,"(-97.697253,30.388017)",-97.697253,30.388017,['417'],['041700']
22016899,2022,Feb,02/03/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0401,1F,9,"(-97.763903,30.274149)",-97.763903,30.274149,['12'],['001200']
22016931,2022,Feb,02/03/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3003,1F,7,"(-97.676688,30.378959)",-97.676688,30.378959,['411'],['041100']
22016973,2022,Feb,02/03/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-0401,1F,9,"(-97.763903,30.274149)",-97.763903,30.274149,['12'],['001200']
22017009,2022,Feb,02/04/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0501,1F,1,"(-97.680774,30.274609)",-97.680774,30.274609,['21.10'],['002110']
22017057,2022,Feb,02/04/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-1710,1F,2,"(-97.767882,30.198197)",-97.767882,30.198197,['24.43'],['002443']
22017071,2022,Feb,02/04/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0603,1F,9,"(-97.758487,30.246079)",-97.758487,30.246079,['13.12'],['001312']
22017625,2022,Feb,02/04/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1705,1F,5,"(-97.784950,30.235120)",-97.78495,30.23512,['20.07'],['002007']
22017782,2022,Feb,02/05/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2401,1F,2,"(-97.743683,30.187899)",-97.743683,30.187899,['24.13'],['002413']
22017817,2022,Feb,02/05/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0902,1F,9,"(-97.724457,30.307214)",-97.724457,30.307214,['3.04'],['000304']
22017922,2022,Feb,02/05/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3002,1F,7,"(-97.704797,30.397560)",-97.704797,30.39756,['418'],['041800']
22018168,2022,Feb,02/05/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3601,1F,2,"(-97.793719,30.179381)",-97.793719,30.179381,['24.22'],['002422']
22018411,2022,Feb,02/06/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1709,1F,3,"(-97.765440,30.216604)",-97.76544,30.216604,['24.03'],['002403']
22018491,2022,Feb,02/06/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2305,1F,4,"(-97.704932,30.353879)",-97.704932,30.353879,['401'],['040100']
22018883,2022,Feb,02/06/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2305,1F,4,"(-97.701640,30.344964)",-97.70164,30.344964,['400'],['040000']
22018984,2022,Feb,02/07/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-4304,1F,8,"(-97.913027,30.168193)",-97.913027,30.168193,['109.12'],['010912']
22019189,2022,Feb,02/07/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4904,1F,5,"(-97.790321,30.145137)",-97.790321,30.145137,['24.45'],['002445']
22019215,2022,Feb,02/07/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3207,1F,8,"(-97.812047,30.270196)",-97.812047,30.270196,['19.10'],['001910']
22019404,2022,Feb,02/08/2022 12:00:00 AM,Fire,BOXMID -MIDRISE Structure Fire,00-4001,1F,1,"(-97.646869,30.390007)",-97.646869,30.390007,['449'],['044900']
22019424,2022,Feb,02/08/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3701,1F,8,"(-97.888308,30.247001)",-97.888308,30.247001,['19.20'],['001920']
22019533,2022,Feb,02/08/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2204,1F,3,"(-97.705828,30.232622)",-97.705828,30.232622,['23.25'],['002325']
22019554,2022,Feb,02/08/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3605,1F,5,"(-97.810906,30.173985)",-97.810906,30.173985,['24.38'],['002438']
22020098,2022,Feb,02/09/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3001,1F,4,"(-97.699989,30.369343)",-97.699989,30.369343,['409'],['040900']
22020262,2022,Feb,02/09/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3907,1F,6,"(-97.830054,30.441432)",-97.830054,30.441432,['344'],['034400']
22020420,2022,Feb,02/10/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1803,1F,4,"(-97.704065,30.317053)",-97.704065,30.317053,['21.05'],['002105']
22020800,2022,Feb,02/10/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1710,1F,3,"(-97.762808,30.200751)",-97.762808,30.200751,['24.43'],['002443']
22020870,2022,Feb,02/10/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-2803,1F,7,"(-97.691217,30.412377)",-97.691217,30.412377,['422'],['042200']
22020933,2022,Feb,02/11/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1703,1F,5,"(-97.783959,30.219527)",-97.783959,30.219527,['20.02'],['002002']
22021190,2022,Feb,02/11/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0902,1F,9,"(-97.724457,30.307214)",-97.724457,30.307214,['3.04'],['000304']
22021753,2022,Feb,02/12/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0801,1F,4,"(-97.716266,30.365626)",-97.716266,30.365626,['407'],['040700']
22021871,2022,Feb,02/13/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2403,1F,2,"(-97.765310,30.192780)",-97.76531,30.19278,['24.19'],['002419']
