incident_number,calendaryear,month,incdate,call_type,problem,responsearea,prioritydescription,council_district,location,longitude,latitude,census_tracts,tract_codes
24051616,2024,Apr,04/13/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-1804,1F,4,"(-97.697865,30.332913)",-97.697865,30.332913,['433'],['043300']
24051901,2024,Apr,04/14/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-2403,1F,2,"(-97.756254,30.182713)",-97.756254,30.182713,['24.42'],['002442']
24051956,2024,Apr,04/14/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-1805,1F,1,"(-97.687762,30.327008)",-97.687762,30.327008,['402'],['040200']
24052063,2024,Apr,04/14/2024 12:00:00 AM,Fire,BOXL- Structure Fire,04-4801,1F,-,"(-97.589694,30.232228)",-97.589694,30.232228,['22.16'],['002216']
24052213,2024,Apr,04/15/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2304,1F,4,"(-97.692307,30.337526)",-97.692307,30.337526,['403'],['040300']
24052592,2024,Apr,04/15/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3002,1F,7,"(-97.705133,30.396025)",-97.705133,30.396025,['418'],['041800']
24052846,2024,Apr,04/16/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-2206,1F,3,"(-97.701133,30.215410)",-97.701133,30.21541,['23.20'],['002320']
24053259,2024,Apr,04/17/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2306,1F,4,"(-97.692509,30.358229)",-97.692509,30.358229,['431'],['043100']
24053657,2024,Apr,04/18/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-2202,1F,3,"(-97.729543,30.240868)",-97.729543,30.240868,['23.16'],['002316']
24053818,2024,Apr,04/18/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-1403,1F,9,"(-97.723478,30.288359)",-97.723478,30.288359,['4.01'],['000401']
24054026,2024,Apr,04/18/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-0301,1F,9,"(-97.744888,30.298089)",-97.744888,30.298089,['2.04'],['000204']
24054251,2024,Apr,04/19/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-3005,1F,4,"(-97.692606,30.366822)",-97.692606,30.366822,['410'],['041000']
24054400,2024,Apr,04/19/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-3002,1F,7,"(-97.706642,30.394609)",-97.706642,30.394609,['418'],['041800']
24054551,2024,Apr,04/20/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-3003,1F,7,"(-97.678553,30.383758)",-97.678553,30.383758,['411'],['041100']
24055248,2024,Apr,04/21/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-4101,1F,1,"(-97.608537,30.352294)",-97.608537,30.352294,['424'],['042400']
24055375,2024,Apr,04/21/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1401,1F,9,"(-97.705071,30.297302)",-97.705071,30.297302,['3.09'],['000309']
24055412,2024,Apr,04/21/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0604,1F,9,"(-97.750933,30.256929)",-97.750933,30.256929,['13.11'],['001311']
24055475,2024,Apr,04/21/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0303,1F,9,"(-97.742458,30.301609)",-97.742458,30.301609,['2.04'],['000204']
24055533,2024,Apr,04/22/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2206,1F,3,"(-97.705184,30.222204)",-97.705184,30.222204,['23.14'],['002314']
24055986,2024,Apr,04/23/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-0203,1F,1,"(-97.713083,30.279628)",-97.713083,30.279628,['8.03'],['000803']
24056423,2024,Apr,04/24/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-0201,1F,9,"(-97.743776,30.286617)",-97.743776,30.286617,['6.08'],['000608']
24056525,2024,Apr,04/24/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-3906,1F,6,"(-97.843922,30.425160)",-97.843922,30.42516,['358'],['035800']
24056713,2024,Apr,04/24/2024 12:00:00 AM,Fire,BOXMID -MIDRISE Structure Fire,00-0102,1F,1,"(-97.738781,30.271706)",-97.738781,30.271706,['11.01'],['001101']
24056813,2024,Apr,04/24/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-0102,1F,9,"(-97.748897,30.265197)",-97.748897,30.265197,['11.02'],['001102']
24057193,2024,Apr,04/25/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-3906,1F,6,"(-97.843922,30.425160)",-97.843922,30.42516,['358'],['035800']
24057336,2024,Apr,04/26/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-2202,1F,3,"(-97.727587,30.237659)",-97.727587,30.237659,['23.16'],['002316']
24057443,2024,Apr,04/26/2024 12:00:00 AM,Fire,BOX -Structure Fire,04-2605,1F,-,"(-97.627249,30.264764)",-97.627249,30.264764,['22.16'],['002216']
24057955,2024,Apr,04/27/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3906,1F,6,"(-97.858291,30.424996)",-97.858291,30.424996,['358'],['035800']
24058103,2024,Apr,04/27/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-0302,1F,10,"(-97.753226,30.303807)",-97.753226,30.303807,['16.03'],['001603']
24058292,2024,Apr,04/28/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-1404,1F,9,"(-97.711964,30.300099)",-97.711964,30.300099,['3.07'],['000307']
24058392,2024,Apr,04/28/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-0301,1F,9,"(-97.741542,30.292885)",-97.741542,30.292885,['6.01'],['000601']
24058628,2024,Apr,04/28/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3101,1F,10,"(-97.811502,30.362090)",-97.811502,30.36209,['329'],['032900']
24058827,2024,Apr,04/28/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-0601,1F,9,"(-97.741462,30.237818)",-97.741462,30.237818,['14.02'],['001402']
24059104,2024,Apr,04/29/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0702,1F,3,"(-97.722697,30.251178)",-97.722697,30.251178,['10'],['001000']
24059334,2024,Apr,04/29/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3104,1F,10,"(-97.774982,30.340188)",-97.774982,30.340188,['307'],['030700']
24059618,2024,Apr,04/30/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-1102,1F,5,"(-97.784069,30.237911)",-97.784069,30.237911,['20.04'],['002004']
24059890,2024,May,05/01/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-3001,1F,4,"(-97.700418,30.385171)",-97.700418,30.385171,['417'],['041700']
24060144,2024,May,05/01/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-2402,1F,2,"(-97.741963,30.204507)",-97.741963,30.204507,['24.11'],['002411']
24060255,2024,May,05/01/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-5101,1F,8,"(-97.838936,30.235522)",-97.838936,30.235522,['320'],['032000']
24060307,2024,May,05/01/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-0301,1F,9,"(-97.742613,30.293502)",-97.742613,30.293502,['6.06'],['000606']
24060459,2024,May,05/02/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2901,1F,8,"(-97.849119,30.203993)",-97.849119,30.203993,['335'],['033500']
24060707,2024,May,05/02/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2502,1F,10,"(-97.746050,30.410646)",-97.74605,30.410646,['25'],['002500']
24060802,2024,May,05/02/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1805,1F,1,"(-97.680655,30.328759)",-97.680655,30.328759,['402'],['040200']
24061215,2024,May,05/03/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-2202,1F,3,"(-97.729543,30.240868)",-97.729543,30.240868,['23.16'],['002316']
24061274,2024,May,05/03/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3601,1F,2,"(-97.791026,30.180026)",-97.791026,30.180026,['24.22'],['002422']
24061319,2024,May,05/03/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-2002,1F,5,"(-97.821567,30.200093)",-97.821567,30.200093,['310'],['031000']
24061355,2024,May,05/03/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-4005,1F,7,"(-97.669123,30.432034)",-97.669123,30.432034,['442'],['044200']
24061885,2024,May,05/05/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-2002,1F,5,"(-97.804148,30.199376)",-97.804148,30.199376,['309'],['030900']
24062049,2024,May,05/05/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-4001,1F,7,"(-97.664250,30.427261)",-97.66425,30.427261,['442'],['044200']
24062100,2024,May,05/05/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-2002,1F,5,"(-97.828305,30.193395)",-97.828305,30.193395,['309'],['030900']
24062116,2024,May,05/05/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2004,1F,5,"(-97.798718,30.217129)",-97.798718,30.217129,['303'],['030300']
24062506,2024,May,05/06/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-0601,1F,9,"(-97.741038,30.252501)",-97.741038,30.252501,['14.01'],['001401']
24062868,2024,May,05/07/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3001,1F,4,"(-97.693819,30.378616)",-97.693819,30.378616,['409'],['040900']
24063294,2024,May,05/07/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-3005,1F,4,"(-97.691161,30.369207)",-97.691161,30.369207,['410'],['041000']
24063309,2024,May,05/07/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0601,1F,9,"(-97.747731,30.245176)",-97.747731,30.245176,['14.01'],['001401']
24063656,2024,May,05/08/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-0701,1F,3,"(-97.726106,30.253904)",-97.726106,30.253904,['10'],['001000']
24063708,2024,May,05/08/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-2805,1F,7,"(-97.725365,30.402618)",-97.725365,30.402618,['454'],['045400']
24063973,2024,May,05/09/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2303,1F,1,"(-97.670222,30.328414)",-97.670222,30.328414,['436'],['043600']
24064070,2024,May,05/09/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1503,1F,3,"(-97.702921,30.256847)",-97.702921,30.256847,['9.02'],['000902']
24064088,2024,May,05/09/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-5201,1F,10,"(-97.805215,30.336654)",-97.805215,30.336654,['19.12'],['001912']
24064408,2024,May,05/09/2024 12:00:00 AM,Fire,BOXMID -MIDRISE Structure Fire,00-0701,1F,3,"(-97.725635,30.262761)",-97.725635,30.262761,['9.02'],['000902']
24065161,2024,May,05/11/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3808,1F,6,"(-97.776286,30.443742)",-97.776286,30.443742,['204.06'],['020406']
24065223,2024,May,05/11/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-2203,1F,3,"(-97.718372,30.234964)",-97.718372,30.234964,['23.24'],['002324']
24065302,2024,May,05/11/2024 12:00:00 AM,Fire,BOXMID -MIDRISE Structure Fire,00-5102,1F,8,"(-97.816835,30.242194)",-97.816835,30.242194,['19.14'],['001914']
24065525,2024,May,05/12/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-2202,1F,3,"(-97.731792,30.233746)",-97.731792,30.233746,['23.15'],['002315']
24065582,2024,May,05/12/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2002,1F,5,"(-97.817355,30.203847)",-97.817355,30.203847,['310'],['031000']
24065696,2024,May,05/12/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-0401,1F,9,"(-97.762257,30.280156)",-97.762257,30.280156,['12'],['001200']
24065903,2024,May,05/13/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-1705,1F,5,"(-97.783798,30.229149)",-97.783798,30.229149,['20.06'],['002006']
24066103,2024,May,05/13/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-1403,1F,9,"(-97.721000,30.290612)",-97.721,30.290612,['4.01'],['000401']
24066325,2024,May,05/13/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-0702,1F,3,"(-97.705138,30.259786)",-97.705138,30.259786,['9.02'],['000902']
24066703,2024,May,05/14/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3004,1F,1,"(-97.670648,30.394389)",-97.670648,30.394389,['437'],['043700']
24066788,2024,May,05/14/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,04-4801,1F,-,"(-97.586248,30.227786)",-97.586248,30.227786,['22.16'],['002216']
24067156,2024,May,05/15/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-2203,1F,3,"(-97.717194,30.237555)",-97.717194,30.237555,['23.26'],['002326']
24067336,2024,May,05/15/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-2303,1F,1,"(-97.676213,30.329801)",-97.676213,30.329801,['436'],['043600']
24067729,2024,May,05/16/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-0101,1F,9,"(-97.737309,30.261378)",-97.737309,30.261378,['11.03'],['001103']
24067832,2024,May,05/16/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2104,1F,10,"(-97.743430,30.381583)",-97.74343,30.381583,['302'],['030200']
24067851,2024,May,05/16/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-1803,1F,4,"(-97.698245,30.310417)",-97.698245,30.310417,['21.04'],['002104']
24068209,2024,May,05/17/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3005,1F,4,"(-97.685508,30.376148)",-97.685508,30.376148,['410'],['041000']
24068251,2024,May,05/17/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3611,1F,2,"(-97.783067,30.170950)",-97.783067,30.17095,['24.51'],['002451']
24068444,2024,May,05/17/2024 12:00:00 AM,Fire,BOXHI - HIRISE Structure Fire,00-0102,1F,9,"(-97.741819,30.266800)",-97.741819,30.2668,['11.03'],['001103']
24068464,2024,May,05/17/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-2201,1F,3,"(-97.707756,30.222163)",-97.707756,30.222163,['23.14'],['002314']
24068858,2024,May,05/18/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0301,1F,9,"(-97.741142,30.292304)",-97.741142,30.292304,['6.01'],['000601']
24069016,2024,May,05/18/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-2201,1F,3,"(-97.726297,30.229682)",-97.726297,30.229682,['23.14'],['002314']
24069125,2024,May,05/19/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-0801,1F,4,"(-97.714769,30.372037)",-97.714769,30.372037,['407'],['040700']
24069135,2024,May,05/19/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2305,1F,4,"(-97.696664,30.346021)",-97.696664,30.346021,['432'],['043200']
24069275,2024,May,05/19/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-2402,1F,2,"(-97.737305,30.195713)",-97.737305,30.195713,['24.13'],['002413']
24069298,2024,May,05/19/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-2202,1F,3,"(-97.727587,30.237659)",-97.727587,30.237659,['23.16'],['002316']
24069657,2024,May,05/20/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-3601,1F,2,"(-97.784703,30.176658)",-97.784703,30.176658,['24.22'],['002422']
24069972,2024,May,05/20/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-1804,1F,4,"(-97.687361,30.331266)",-97.687361,30.331266,['402'],['040200']
24070355,2024,May,05/21/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1202,1F,7,"(-97.743126,30.325231)",-97.743126,30.325231,['2.06'],['000206']
24070403,2024,May,05/21/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-2002,1F,5,"(-97.824981,30.196119)",-97.824981,30.196119,['309'],['030900']
24070547,2024,May,05/21/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-2305,1F,4,"(-97.699030,30.348001)",-97.69903,30.348001,['432'],['043200']
24070953,2024,May,05/22/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1703,1F,5,"(-97.784613,30.226876)",-97.784613,30.226876,['20.02'],['002002']
24071003,2024,May,05/22/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3004,1F,1,"(-97.670648,30.394389)",-97.670648,30.394389,['437'],['043700']
24071243,2024,May,05/23/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4001,1F,7,"(-97.661530,30.397852)",-97.66153,30.397852,['440'],['044000']
24071314,2024,May,05/23/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-3901,1F,6,"(-97.851246,30.409222)",-97.851246,30.409222,['358'],['035800']
24071343,2024,May,05/23/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2103,1F,10,"(-97.757113,30.371719)",-97.757113,30.371719,['302'],['030200']
24071468,2024,May,05/23/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-0603,1F,9,"(-97.761925,30.245804)",-97.761925,30.245804,['13.12'],['001312']
24071713,2024,May,05/24/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-3001,1F,4,"(-97.703904,30.389913)",-97.703904,30.389913,['417'],['041700']
24071725,2024,May,05/24/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1602,1F,4,"(-97.701505,30.338042)",-97.701505,30.338042,['400'],['040000']
24071912,2024,May,05/24/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1802,1F,1,"(-97.678226,30.307852)",-97.678226,30.307852,['21.12'],['002112']
24071924,2024,May,05/24/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2401,1F,2,"(-97.748982,30.186761)",-97.748982,30.186761,['24.12'],['002412']
24071945,2024,May,05/24/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-1802,1F,1,"(-97.686998,30.298218)",-97.686998,30.298218,['21.07'],['002107']
24072348,2024,May,05/25/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-3004,1F,1,"(-97.673000,30.379195)",-97.673,30.379195,['415'],['041500']
24072949,2024,May,05/26/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-3003,1F,7,"(-97.685313,30.383787)",-97.685313,30.383787,['419'],['041900']
24073046,2024,May,05/26/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-0301,1F,9,"(-97.741022,30.293365)",-97.741022,30.293365,['6.01'],['000601']
24073269,2024,May,05/27/2024 12:00:00 AM,Fire,BOXMID -MIDRISE Structure Fire,00-1205,1F,9,"(-97.733783,30.315752)",-97.733783,30.315752,['2.03'],['000203']
24073400,2024,May,05/27/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-2904,1F,5,"(-97.836914,30.173115)",-97.836914,30.173115,['319'],['031900']
24073453,2024,May,05/27/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-4401,1F,10,"(-97.780720,30.430143)",-97.78072,30.430143,['327'],['032700']
24073471,2024,May,05/27/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-1101,1F,5,"(-97.764381,30.252069)",-97.764381,30.252069,['13.10'],['001310']
24073710,2024,May,05/28/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-1710,1F,2,"(-97.772533,30.200676)",-97.772533,30.200676,['24.43'],['002443']
24073972,2024,May,05/28/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2803,1F,7,"(-97.699213,30.409443)",-97.699213,30.409443,['422'],['042200']
24074028,2024,May,05/28/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-3005,1F,4,"(-97.684845,30.375844)",-97.684845,30.375844,['410'],['041000']
24074052,2024,May,05/28/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-3501,1F,2,"(-97.731779,30.211296)",-97.731779,30.211296,['24.47'],['002447']
24074071,2024,May,05/28/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-1801,1F,1,"(-97.688463,30.316369)",-97.688463,30.316369,['21.12'],['002112']
24074162,2024,May,05/28/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-1901,1F,10,"(-97.758624,30.335610)",-97.758624,30.33561,['1.01'],['000101']
24074272,2024,May,05/28/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4401,1F,10,"(-97.775194,30.426649)",-97.775194,30.426649,['327'],['032700']
24074280,2024,May,05/29/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4504,1F,6,"(-97.797166,30.489652)",-97.797166,30.489652,['203.11'],['020311']
24074384,2024,May,05/29/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-1702,1F,3,"(-97.773817,30.207043)",-97.773817,30.207043,['24.44'],['002444']
24074859,2024,May,05/29/2024 12:00:00 AM,Fire,BOXL- Structure Fire,04-4802,1F,-,"(-97.612168,30.227543)",-97.612168,30.227543,['22.16'],['002216']
24074902,2024,May,05/30/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-0901,1F,9,"(-97.730275,30.305715)",-97.730275,30.305715,['3.02'],['000302']
24074929,2024,May,05/30/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2202,1F,3,"(-97.732581,30.232416)",-97.732581,30.232416,['23.15'],['002315']
24075075,2024,May,05/30/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2001,1F,5,"(-97.806438,30.205633)",-97.806438,30.205633,['304'],['030400']
24075297,2024,May,05/30/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-1503,1F,3,"(-97.696256,30.250969)",-97.696256,30.250969,['21.11'],['002111']
24075498,2024,May,05/31/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-4607,1F,8,"(-97.850676,30.155754)",-97.850676,30.155754,['372'],['037200']
24075574,2024,May,05/31/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2606,1F,1,"(-97.646508,30.287679)",-97.646508,30.287679,['22.13'],['002213']
24075643,2024,May,05/31/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1802,1F,1,"(-97.689198,30.312778)",-97.689198,30.312778,['21.06'],['002106']
24076536,2024,Jun,06/02/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1605,1F,7,"(-97.727500,30.331957)",-97.7275,30.331957,['15.05'],['001505']
24076674,2024,Jun,06/02/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4204,1F,2,"(-97.670430,30.202114)",-97.67043,30.202114,['9800'],['980000']
24077704,2024,Jun,06/04/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-1503,1F,3,"(-97.696442,30.251033)",-97.696442,30.251033,['21.11'],['002111']
24077716,2024,Jun,06/04/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-1903,1F,10,"(-97.760847,30.341926)",-97.760847,30.341926,['306'],['030600']
24078195,2024,Jun,06/05/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3404,1F,6,"(-97.789254,30.477024)",-97.789254,30.477024,['203.11'],['020311']
24078272,2024,Jun,06/06/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3002,1F,7,"(-97.698962,30.403997)",-97.698962,30.403997,['419'],['041900']
24078297,2024,Jun,06/06/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-2806,1F,7,"(-97.707304,30.414491)",-97.707304,30.414491,['414'],['041400']
24078705,2024,Jun,06/06/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-2706,1F,8,"(-97.888305,30.229195)",-97.888305,30.229195,"['330', '311', '347']","['033000', '031100', '034700']"
24078843,2024,Jun,06/07/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-3810,1F,6,"(-97.774106,30.455883)",-97.774106,30.455883,['204.09'],['020409']
24078860,2024,Jun,06/07/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-0505,1F,1,"(-97.661613,30.285669)",-97.661613,30.285669,['22.14'],['002214']
24078879,2024,Jun,06/07/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-0502,1F,1,"(-97.691801,30.278283)",-97.691801,30.278283,['21.09'],['002109']
24078928,2024,Jun,06/07/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-3005,1F,4,"(-97.692406,30.371147)",-97.692406,30.371147,['410'],['041000']
24079133,2024,Jun,06/07/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-4105,1F,1,"(-97.602320,30.377440)",-97.60232,30.37744,['424'],['042400']
24079193,2024,Jun,06/07/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3102,1F,10,"(-97.793211,30.382494)",-97.793211,30.382494,['305'],['030500']
24079223,2024,Jun,06/07/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4001,1F,7,"(-97.665851,30.403273)",-97.665851,30.403273,['440'],['044000']
24079420,2024,Jun,06/08/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3502,1F,3,"(-97.743026,30.228710)",-97.743026,30.22871,['23.07'],['002307']
24079443,2024,Jun,06/08/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-1605,1F,7,"(-97.726548,30.333468)",-97.726548,30.333468,['15.05'],['001505']
24079840,2024,Jun,06/08/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1602,1F,4,"(-97.701876,30.337228)",-97.701876,30.337228,['400'],['040000']
24079848,2024,Jun,06/08/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-3802,1F,6,"(-97.797099,30.457579)",-97.797099,30.457579,['204.05'],['020405']
24079979,2024,Jun,06/09/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0102,1F,9,"(-97.740588,30.266800)",-97.740588,30.2668,['11.03'],['001103']
24080022,2024,Jun,06/09/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-3102,1F,10,"(-97.802473,30.396469)",-97.802473,30.396469,['305'],['030500']
24080252,2024,Jun,06/09/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-3102,1F,10,"(-97.790882,30.373216)",-97.790882,30.373216,['305'],['030500']
24080598,2024,Jun,06/10/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-1901,1F,10,"(-97.758681,30.335817)",-97.758681,30.335817,['1.02'],['000102']
24080603,2024,Jun,06/10/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-3501,1F,2,"(-97.734255,30.214544)",-97.734255,30.214544,['24.47'],['002447']
24080915,2024,Jun,06/11/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1802,1F,1,"(-97.684750,30.310487)",-97.68475,30.310487,['21.12'],['002112']
24081253,2024,Jun,06/11/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2801,1F,7,"(-97.695180,30.434449)",-97.69518,30.434449,['451'],['045100']
24081298,2024,Jun,06/11/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-2401,1F,2,"(-97.751965,30.187615)",-97.751965,30.187615,['24.12'],['002412']
24081314,2024,Jun,06/11/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-5002,1F,2,"(-97.615498,30.176106)",-97.615498,30.176106,['24.53'],['002453']
24081588,2024,Jun,06/12/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0804,1F,7,"(-97.718576,30.365901)",-97.718576,30.365901,['405'],['040500']
24081836,2024,Jun,06/13/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-2005,1F,2,"(-97.779681,30.206313)",-97.779681,30.206313,['24.44'],['002444']
24082002,2024,Jun,06/13/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0201,1F,9,"(-97.733720,30.285208)",-97.73372,30.285208,['6.01'],['000601']
24082217,2024,Jun,06/13/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0701,1F,3,"(-97.725390,30.260512)",-97.72539,30.260512,['9.02'],['000902']
