incident_number,calendaryear,month,incdate,call_type,problem,responsearea,jurisdiction,prioritydescription,council_district,location,longitude,latitude,is_structure_fire,is_vehicle_fire,is_outdoor_fire,is_trash_fire,incident_category
22000002,2022,Jan,01/01/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2403,AFD,3F,2,"(-97.769871,30.178386)",-97.769871,30.178386,False,False,True,False,Outdoor/Vegetation Fire
22000011,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3004,AFD,3F,1,"(-97.671294,30.394254)",-97.671294,30.394254,False,False,False,True,Trash/Dumpster Fire
22000019,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0603,AFD,3F,9,"(-97.756675,30.241250)",-97.756675,30.24125,False,False,False,True,Trash/Dumpster Fire
22000028,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-3404,AFD,3F,6,"(-97.794793,30.480280)",-97.794793,30.48028,False,False,False,True,Trash/Dumpster Fire
22000029,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-5101,AFD,3F,8,"(-97.838458,30.233931)",-97.838458,30.233931,False,False,False,True,Trash/Dumpster Fire
22000037,2022,Jan,01/01/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2306,AFD,1F,4,"(-97.692635,30.364969)",-97.692635,30.364969,True,False,False,False,Structure Fire
22000038,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0805,AFD,3F,7,"(-97.734222,30.364264)",-97.734222,30.364264,False,False,False,True,Trash/Dumpster Fire
22000043,2022,Jan,01/01/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2205,AFD,3F,3,"(-97.693728,30.234032)",-97.693728,30.234032,False,False,True,False,Outdoor/Vegetation Fire
22000045,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0101,AFD,3F,9,"(-97.735784,30.266092)",-97.735784,30.266092,False,False,False,True,Trash/Dumpster Fire
22000046,2022,Jan,01/01/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2401,AFD,3F,2,"(-97.743058,30.192664)",-97.743058,30.192664,False,False,True,False,Outdoor/Vegetation Fire
22000048,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-2401,AFD,3F,2,"(-97.731155,30.191283)",-97.731155,30.191283,False,False,False,True,Trash/Dumpster Fire
22000049,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-2305,AFD,3F,4,"(-97.696442,30.349147)",-97.696442,30.349147,False,False,False,True,Trash/Dumpster Fire
22000052,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-0502,AFD,3F,-,"(-97.692255,30.270703)",-97.692255,30.270703,False,False,False,True,Trash/Dumpster Fire
22000054,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-2204,AFD,3F,3,"(-97.706986,30.228537)",-97.706986,30.228537,False,False,False,True,Trash/Dumpster Fire
22000058,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-0803,AFD,3F,4,"(-97.711809,30.363006)",-97.711809,30.363006,False,False,False,True,Trash/Dumpster Fire
22000064,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-0301,AFD,3F,9,"(-97.747674,30.289443)",-97.747674,30.289443,False,False,False,True,Trash/Dumpster Fire
22000066,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-1504,AFD,3F,1,"(-97.706445,30.269932)",-97.706445,30.269932,False,False,False,True,Trash/Dumpster Fire
22000067,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-2204,AFD,3F,3,"(-97.717471,30.231659)",-97.717471,30.231659,False,False,False,True,Trash/Dumpster Fire
22000075,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2403,AFD,3F,2,"(-97.758373,30.178084)",-97.758373,30.178084,False,False,False,True,Trash/Dumpster Fire
22000079,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-1804,AFD,3F,4,"(-97.694680,30.326797)",-97.69468,30.326797,False,False,False,True,Trash/Dumpster Fire
22000081,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-2204,AFD,3F,3,"(-97.714684,30.235180)",-97.714684,30.23518,False,False,False,True,Trash/Dumpster Fire
22000082,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-2601,AFD,3F,1,"(-97.626021,30.294255)",-97.626021,30.294255,False,False,False,True,Trash/Dumpster Fire
22000085,2022,Jan,01/01/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1407,AFD,1F,4,"(-97.714795,30.316076)",-97.714795,30.316076,True,False,False,False,Structure Fire
22000086,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0802,AFD,3F,4,"(-97.699648,30.358309)",-97.699648,30.358309,False,False,False,True,Trash/Dumpster Fire
22000087,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-3404,AFD,3F,6,"(-97.785281,30.475378)",-97.785281,30.475378,False,False,False,True,Trash/Dumpster Fire
22000093,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-2601,AFD,3F,1,"(-97.626021,30.294255)",-97.626021,30.294255,False,False,False,True,Trash/Dumpster Fire
22000104,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-1802,AFD,3F,1,"(-97.669611,30.307529)",-97.669611,30.307529,False,False,False,True,Trash/Dumpster Fire
22000113,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-4503,AFD,3F,6,"(-97.767419,30.481542)",-97.767419,30.481542,False,False,False,True,Trash/Dumpster Fire
22000122,2022,Jan,01/01/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-4104,AFD,1F,1,"(-97.612957,30.372331)",-97.612957,30.372331,True,False,False,False,Structure Fire
22000128,2022,Jan,01/01/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-0806,AFD,2F,7,"(-97.724638,30.380935)",-97.724638,30.380935,False,True,False,False,Vehicle Fire
22000135,2022,Jan,01/01/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2403,AFD,3F,2,"(-97.767193,30.183923)",-97.767193,30.183923,False,False,True,False,Outdoor/Vegetation Fire
22000157,2022,Jan,01/01/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2005,AFD,3F,2,"(-97.782886,30.205695)",-97.782886,30.205695,False,False,True,False,Outdoor/Vegetation Fire
22000171,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3504,AFD,3F,2,"(-97.697556,30.199999)",-97.697556,30.199999,False,False,False,True,Trash/Dumpster Fire
22000214,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,04-2609,AFD,3F,-,"(-97.607385,30.264050)",-97.607385,30.26405,False,False,False,True,Trash/Dumpster Fire
22000238,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-3402,AFD,3F,6,"(-97.805752,30.457648)",-97.805752,30.457648,False,False,False,True,Trash/Dumpster Fire
22000252,2022,Jan,01/01/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1709,AFD,1F,3,"(-97.765376,30.213776)",-97.765376,30.213776,True,False,False,False,Structure Fire
22000287,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-2303,AFD,3F,1,"(-97.677578,30.328919)",-97.677578,30.328919,False,False,False,True,Trash/Dumpster Fire
22000295,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,04-4801,AFD,3F,-,"(-97.586001,30.248653)",-97.586001,30.248653,False,False,False,True,Trash/Dumpster Fire
22000317,2022,Jan,01/01/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-2706,AFD,2F,8,"(-97.874047,30.231757)",-97.874047,30.231757,False,True,False,False,Vehicle Fire
22000361,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2304,AFD,3F,4,"(-97.692307,30.337526)",-97.692307,30.337526,False,False,False,True,Trash/Dumpster Fire
22000363,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0804,AFD,3F,7,"(-97.722948,30.366238)",-97.722948,30.366238,False,False,False,True,Trash/Dumpster Fire
22000373,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-1803,AFD,3F,4,"(-97.702144,30.315269)",-97.702144,30.315269,False,False,False,True,Trash/Dumpster Fire
22000385,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2404,AFD,3F,2,"(-97.742367,30.166309)",-97.742367,30.166309,False,False,False,True,Trash/Dumpster Fire
22000410,2022,Jan,01/01/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1903,AFD,3F,10,"(-97.766975,30.341843)",-97.766975,30.341843,False,False,True,False,Outdoor/Vegetation Fire
22000413,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2705,AFD,3F,8,"(-97.870620,30.223075)",-97.87062,30.223075,False,False,False,True,Trash/Dumpster Fire
22000417,2022,Jan,01/01/2022 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-2201,AFD,4F,3,"(-97.707755,30.222162)",-97.707755,30.222162,False,False,False,False,Other
22000419,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2305,AFD,3F,4,"(-97.701621,30.350047)",-97.701621,30.350047,False,False,False,True,Trash/Dumpster Fire
22000440,2022,Jan,01/01/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2306,AFD,1F,4,"(-97.691949,30.359055)",-97.691949,30.359055,True,False,False,False,Structure Fire
22000454,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0702,AFD,3F,3,"(-97.709495,30.260127)",-97.709495,30.260127,False,False,False,True,Trash/Dumpster Fire
22000499,2022,Jan,01/01/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0702,AFD,3F,3,"(-97.709495,30.260127)",-97.709495,30.260127,False,False,False,True,Trash/Dumpster Fire
22000534,2022,Jan,01/01/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-1708,AFD,2F,3,"(-97.764171,30.222480)",-97.764171,30.22248,False,True,False,False,Vehicle Fire
22000554,2022,Jan,01/01/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3503,AFD,3F,3,"(-97.724356,30.225596)",-97.724356,30.225596,False,False,False,False,Other
22000575,2022,Jan,01/01/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-3604,AFD,2F,5,"(-97.788224,30.164157)",-97.788224,30.164157,False,True,False,False,Vehicle Fire
22000581,2022,Jan,01/01/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-4001,AFD,1F,7,"(-97.670770,30.406651)",-97.67077,30.406651,True,False,False,False,Structure Fire
22000582,2022,Jan,01/01/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4001,AFD,3F,7,"(-97.673525,30.409127)",-97.673525,30.409127,False,False,True,False,Outdoor/Vegetation Fire
22000598,2022,Jan,01/01/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-1104,AFD,3F,5,"(-97.762399,30.265244)",-97.762399,30.265244,False,False,False,True,Trash/Dumpster Fire
22000603,2022,Jan,01/01/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1406,AFD,3F,9,"(-97.712880,30.308994)",-97.71288,30.308994,False,False,True,False,Outdoor/Vegetation Fire
22000620,2022,Jan,01/02/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3801,AFD,3F,6,"(-97.787813,30.443227)",-97.787813,30.443227,False,False,False,False,Other
22000647,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0701,AFD,3F,1,"(-97.719038,30.269258)",-97.719038,30.269258,False,False,False,True,Trash/Dumpster Fire
22000651,2022,Jan,01/02/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3802,AFD,3F,6,"(-97.820942,30.452116)",-97.820942,30.452116,False,False,False,False,Other
22000653,2022,Jan,01/02/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-2305,AFD,1F,4,"(-97.696442,30.349147)",-97.696442,30.349147,True,False,False,False,Structure Fire
22000667,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3604,AFD,3F,5,"(-97.788224,30.164157)",-97.788224,30.164157,False,False,False,True,Trash/Dumpster Fire
22000699,2022,Jan,01/02/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-3102,AFD,1F,10,"(-97.798841,30.384608)",-97.798841,30.384608,True,False,False,False,Structure Fire
22000712,2022,Jan,01/02/2022 12:00:00 AM,Fire,BRSHL - Brush Alarm / Light,00-3102,AFD,2F,10,"(-97.798591,30.383782)",-97.798591,30.383782,False,False,True,False,Outdoor/Vegetation Fire
22000717,2022,Jan,01/02/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-0807,AFD,3F,7,"(-97.732709,30.393224)",-97.732709,30.393224,False,False,False,True,Trash/Dumpster Fire
22000720,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1803,AFD,3F,1,"(-97.689057,30.321010)",-97.689057,30.32101,False,False,False,True,Trash/Dumpster Fire
22000729,2022,Jan,01/02/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4301,AFD,3F,8,"(-97.881673,30.192294)",-97.881673,30.192294,False,False,True,False,Outdoor/Vegetation Fire
22000732,2022,Jan,01/02/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3404,AFD,3F,6,"(-97.785319,30.475420)",-97.785319,30.47542,False,False,False,False,Other
22000748,2022,Jan,01/02/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,04-4801,AFD,3F,-,"(-97.586001,30.248653)",-97.586001,30.248653,False,False,False,False,Other
22000749,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1707,AFD,3F,3,"(-97.762314,30.222079)",-97.762314,30.222079,False,False,False,True,Trash/Dumpster Fire
22000754,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0601,AFD,3F,9,"(-97.743518,30.243165)",-97.743518,30.243165,False,False,False,True,Trash/Dumpster Fire
22000758,2022,Jan,01/02/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-4001,AFD,3F,7,"(-97.642155,30.406236)",-97.642155,30.406236,False,False,False,False,Other
22000799,2022,Jan,01/02/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0201,AFD,1F,9,"(-97.751851,30.285251)",-97.751851,30.285251,True,False,False,False,Structure Fire
22000806,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1705,AFD,3F,5,"(-97.791512,30.231994)",-97.791512,30.231994,False,False,False,True,Trash/Dumpster Fire
22000815,2022,Jan,01/02/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2205,AFD,3F,3,"(-97.694617,30.237005)",-97.694617,30.237005,False,False,False,False,Other
22000826,2022,Jan,01/02/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3703,AFD,3F,8,"(-97.901222,30.254069)",-97.901222,30.254069,False,False,True,False,Outdoor/Vegetation Fire
22000837,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0802,AFD,3F,4,"(-97.699868,30.364484)",-97.699868,30.364484,False,False,False,True,Trash/Dumpster Fire
22000844,2022,Jan,01/02/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4001,AFD,1F,7,"(-97.651433,30.389071)",-97.651433,30.389071,True,False,False,False,Structure Fire
22000870,2022,Jan,01/02/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-0020,AFD,3F,10,"(-97.864938,30.351962)",-97.864938,30.351962,False,False,True,False,Outdoor/Vegetation Fire
22000892,2022,Jan,01/02/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4001,AFD,1F,7,"(-97.642155,30.406236)",-97.642155,30.406236,True,False,False,False,Structure Fire
22000924,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2202,AFD,3F,3,"(-97.713664,30.249113)",-97.713664,30.249113,False,False,False,True,Trash/Dumpster Fire
22000930,2022,Jan,01/02/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-3404,AFD,2F,6,"(-97.800681,30.476547)",-97.800681,30.476547,False,True,False,False,Vehicle Fire
22000934,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1801,AFD,3F,1,"(-97.688847,30.320868)",-97.688847,30.320868,False,False,False,True,Trash/Dumpster Fire
22000966,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0601,AFD,3F,9,"(-97.747785,30.241518)",-97.747785,30.241518,False,False,False,True,Trash/Dumpster Fire
22000969,2022,Jan,01/02/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3403,AFD,1F,6,"(-97.809452,30.467244)",-97.809452,30.467244,True,False,False,False,Structure Fire
22000977,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-4006,AFD,3F,7,"(-97.670821,30.428456)",-97.670821,30.428456,False,False,False,True,Trash/Dumpster Fire
22001005,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2807,AFD,3F,6,"(-97.731937,30.437323)",-97.731937,30.437323,False,False,False,True,Trash/Dumpster Fire
22001028,2022,Jan,01/02/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-1001,AFD,1F,10,"(-97.762989,30.291350)",-97.762989,30.29135,True,False,False,False,Structure Fire
22001058,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0807,AFD,3F,7,"(-97.745363,30.400289)",-97.745363,30.400289,False,False,False,True,Trash/Dumpster Fire
22001065,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3604,AFD,3F,5,"(-97.788224,30.164157)",-97.788224,30.164157,False,False,False,True,Trash/Dumpster Fire
22001079,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2401,AFD,3F,2,"(-97.743702,30.176123)",-97.743702,30.176123,False,False,False,True,Trash/Dumpster Fire
22001084,2022,Jan,01/02/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-1101,AFD,1F,5,"(-97.773710,30.248166)",-97.77371,30.248166,True,False,False,False,Structure Fire
22001087,2022,Jan,01/02/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0603,AFD,3F,9,"(-97.757724,30.241784)",-97.757724,30.241784,False,False,False,True,Trash/Dumpster Fire
22001094,2022,Jan,01/02/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4703,AFD,3F,10,"(-97.840475,30.335480)",-97.840475,30.33548,False,False,True,False,Outdoor/Vegetation Fire
22001116,2022,Jan,01/02/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4901,AFD,3F,5,"(-97.792996,30.148932)",-97.792996,30.148932,False,False,True,False,Outdoor/Vegetation Fire
22001125,2022,Jan,01/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-5106,AFD,3F,5,"(-97.792893,30.231723)",-97.792893,30.231723,False,False,False,True,Trash/Dumpster Fire
22001153,2022,Jan,01/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3607,AFD,3F,2,"(-97.771743,30.190894)",-97.771743,30.190894,False,False,False,True,Trash/Dumpster Fire
22001159,2022,Jan,01/03/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4904,AFD,3F,5,"(-97.796756,30.137873)",-97.796756,30.137873,False,False,True,False,Outdoor/Vegetation Fire
22001193,2022,Jan,01/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2902,AFD,3F,5,"(-97.832352,30.192092)",-97.832352,30.192092,False,False,False,True,Trash/Dumpster Fire
22001205,2022,Jan,01/03/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-5106,AFD,1F,5,"(-97.795518,30.230068)",-97.795518,30.230068,True,False,False,False,Structure Fire
22001212,2022,Jan,01/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-4902,AFD,3F,5,"(-97.788953,30.160444)",-97.788953,30.160444,False,False,False,True,Trash/Dumpster Fire
22001213,2022,Jan,01/03/2022 12:00:00 AM,Fire,BOXL- Structure Fire,00-3904,AFD,1F,6,"(-97.862570,30.366938)",-97.86257,30.366938,True,False,False,False,Structure Fire
22001282,2022,Jan,01/03/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2503,AFD,1F,10,"(-97.748314,30.394168)",-97.748314,30.394168,True,False,False,False,Structure Fire
22001296,2022,Jan,01/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3102,AFD,3F,10,"(-97.798841,30.384608)",-97.798841,30.384608,False,False,False,True,Trash/Dumpster Fire
22001317,2022,Jan,01/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3611,AFD,3F,2,"(-97.767899,30.189208)",-97.767899,30.189208,False,False,False,True,Trash/Dumpster Fire
22001331,2022,Jan,01/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2403,AFD,3F,2,"(-97.746447,30.179295)",-97.746447,30.179295,False,False,False,True,Trash/Dumpster Fire
22001411,2022,Jan,01/03/2022 12:00:00 AM,Fire,AUTO - Auto Fire,00-3501,AFD,2F,2,"(-97.720156,30.211361)",-97.720156,30.211361,False,True,False,False,Vehicle Fire
22001436,2022,Jan,01/03/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2101,AFD,1F,10,"(-97.755579,30.356287)",-97.755579,30.356287,True,False,False,False,Structure Fire
22001467,2022,Jan,01/03/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2801,AFD,3F,7,"(-97.672617,30.423037)",-97.672617,30.423037,False,False,True,False,Outdoor/Vegetation Fire
22001491,2022,Jan,01/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0401,AFD,3F,9,"(-97.749911,30.276411)",-97.749911,30.276411,False,False,False,True,Trash/Dumpster Fire
22001531,2022,Jan,01/03/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2102,AFD,1F,10,"(-97.764292,30.366280)",-97.764292,30.36628,True,False,False,False,Structure Fire
22001535,2022,Jan,01/03/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-0901,AFD,3F,9,"(-97.733383,30.304541)",-97.733383,30.304541,False,False,False,False,Other
22001549,2022,Jan,01/03/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1504,AFD,3F,3,"(-97.711554,30.264193)",-97.711554,30.264193,False,False,True,False,Outdoor/Vegetation Fire
22001557,2022,Jan,01/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1707,AFD,3F,3,"(-97.753913,30.217865)",-97.753913,30.217865,False,False,False,True,Trash/Dumpster Fire
22001560,2022,Jan,01/03/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,04-4801,AFD,1F,-,"(-97.572826,30.238514)",-97.572826,30.238514,True,False,False,False,Structure Fire
22001570,2022,Jan,01/03/2022 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4001,AFD,1F,7,"(-97.663633,30.409145)",-97.663633,30.409145,True,False,False,False,Structure Fire
22001574,2022,Jan,01/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1504,AFD,3F,1,"(-97.713123,30.267220)",-97.713123,30.26722,False,False,False,True,Trash/Dumpster Fire
22001576,2022,Jan,01/03/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2005,AFD,3F,2,"(-97.800239,30.200979)",-97.800239,30.200979,False,False,False,False,Other
22001611,2022,Jan,01/03/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-1606,AFD,3F,7,"(-97.740252,30.344652)",-97.740252,30.344652,False,False,False,False,Other
22001624,2022,Jan,01/03/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3701,AFD,3F,8,"(-97.882156,30.242064)",-97.882156,30.242064,False,False,False,True,Trash/Dumpster Fire
22001652,2022,Jan,01/03/2022 12:00:00 AM,Fire,BOX -Structure Fire,00-0805,AFD,1F,7,"(-97.737398,30.371433)",-97.737398,30.371433,True,False,False,False,Structure Fire
22001686,2022,Jan,01/04/2022 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-0603,AFD,3F,-,"(-97.759622,30.242111)",-97.759622,30.242111,False,False,False,True,Trash/Dumpster Fire
22001705,2022,Jan,01/04/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1708,AFD,3F,3,"(-97.754110,30.216649)",-97.75411,30.216649,False,False,False,True,Trash/Dumpster Fire
22001708,2022,Jan,01/04/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2306,AFD,3F,4,"(-97.688642,30.358292)",-97.688642,30.358292,False,False,False,True,Trash/Dumpster Fire
22001734,2022,Jan,01/04/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-5103,AFD,3F,8,"(-97.821844,30.235057)",-97.821844,30.235057,False,False,False,True,Trash/Dumpster Fire
22001863,2022,Jan,01/04/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-0301,AFD,3F,9,"(-97.725293,30.287470)",-97.725293,30.28747,False,False,False,True,Trash/Dumpster Fire
22001877,2022,Jan,01/04/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4108,AFD,3F,1,"(-97.577633,30.329138)",-97.577633,30.329138,False,False,True,False,Outdoor/Vegetation Fire
22001898,2022,Jan,01/04/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3303,AFD,3F,10,"(-97.753309,30.401191)",-97.753309,30.401191,False,False,False,True,Trash/Dumpster Fire
22001910,2022,Jan,01/04/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2104,AFD,3F,10,"(-97.749891,30.373080)",-97.749891,30.37308,False,False,True,False,Outdoor/Vegetation Fire
22002021,2022,Jan,01/04/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3501,AFD,3F,2,"(-97.751632,30.215077)",-97.751632,30.215077,False,False,False,True,Trash/Dumpster Fire
22002044,2022,Jan,01/04/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2301,AFD,3F,4,"(-97.687501,30.357900)",-97.687501,30.3579,False,False,False,True,Trash/Dumpster Fire
22002049,2022,Jan,01/04/2022 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3001,AFD,3F,4,"(-97.698294,30.365937)",-97.698294,30.365937,False,False,True,False,Outdoor/Vegetation Fire
22002063,2022,Jan,01/04/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-2205,AFD,3F,3,"(-97.687328,30.237277)",-97.687328,30.237277,False,False,False,True,Trash/Dumpster Fire
22002067,2022,Jan,01/04/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-1903,AFD,3F,10,"(-97.758905,30.338471)",-97.758905,30.338471,False,False,False,True,Trash/Dumpster Fire
22002070,2022,Jan,01/04/2022 12:00:00 AM,Fire,TRASH - Trash Fire,00-3502,AFD,3F,3,"(-97.733567,30.219249)",-97.733567,30.219249,False,False,False,True,Trash/Dumpster Fire
22002079,2022,Jan,01/04/2022 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3605,AFD,3F,2,"(-97.798897,30.174332)",-97.798897,30.174332,False,False,False,False,Other
