incident_number,calendaryear,month,incdate,call_type,problem,responsearea,jurisdiction,prioritydescription,council_district,location,longitude,latitude,is_structure_fire,is_vehicle_fire,is_outdoor_fire,is_trash_fire,incident_category
24001062,2024,Jan,01/03/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-2401,AFD,1F,2,"(-97.748342,30.183448)",-97.748342,30.183448,True,False,False,False,Structure Fire
24001070,2024,Jan,01/03/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-1401,AFD,3F,9,"(-97.700967,30.304561)",-97.700967,30.304561,False,False,False,True,Trash/Dumpster Fire
24001130,2024,Jan,01/03/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-1803,AFD,3F,4,"(-97.699648,30.304306)",-97.699648,30.304306,False,False,False,True,Trash/Dumpster Fire
24001153,2024,Jan,01/03/2024 12:00:00 AM,Fire,ELEC - Electrical Fire,00-0301,AFD,3F,9,"(-97.750715,30.289988)",-97.750715,30.289988,False,False,False,False,Other
24001154,2024,Jan,01/03/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-3604,AFD,3F,5,"(-97.788541,30.167056)",-97.788541,30.167056,False,False,False,True,Trash/Dumpster Fire
24001229,2024,Jan,01/03/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-2306,AFD,3F,4,"(-97.694601,30.364429)",-97.694601,30.364429,False,False,False,True,Trash/Dumpster Fire
24001257,2024,Jan,01/03/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-1805,AFD,3F,1,"(-97.686528,30.332188)",-97.686528,30.332188,False,False,False,True,Trash/Dumpster Fire
24001275,2024,Jan,01/03/2024 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-2204,AFD,3F,3,"(-97.702875,30.228669)",-97.702875,30.228669,False,False,False,True,Trash/Dumpster Fire
24001287,2024,Jan,01/03/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-1803,AFD,3F,9,"(-97.698984,30.303869)",-97.698984,30.303869,False,False,False,True,Trash/Dumpster Fire
24001319,2024,Jan,01/03/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-3802,AFD,3F,6,"(-97.794561,30.461074)",-97.794561,30.461074,False,False,False,True,Trash/Dumpster Fire
24001343,2024,Jan,01/03/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-0604,AFD,3F,9,"(-97.756905,30.260566)",-97.756905,30.260566,False,False,False,True,Trash/Dumpster Fire
24001353,2024,Jan,01/03/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0601,AFD,1F,9,"(-97.744962,30.252988)",-97.744962,30.252988,True,False,False,False,Structure Fire
24001432,2024,Jan,01/03/2024 12:00:00 AM,Fire,ELEC - Electrical Fire,00-1204,AFD,3F,7,"(-97.728853,30.321958)",-97.728853,30.321958,False,False,False,False,Other
24001443,2024,Jan,01/03/2024 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-1102,AFD,3F,5,"(-97.786955,30.240275)",-97.786955,30.240275,False,False,False,True,Trash/Dumpster Fire
24001448,2024,Jan,01/03/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-4904,AFD,1F,5,"(-97.789594,30.137553)",-97.789594,30.137553,True,False,False,False,Structure Fire
24001516,2024,Jan,01/04/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-0101,AFD,3F,3,"(-97.735081,30.260741)",-97.735081,30.260741,False,False,False,True,Trash/Dumpster Fire
24001544,2024,Jan,01/04/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-3504,AFD,3F,2,"(-97.682742,30.220945)",-97.682742,30.220945,False,False,False,True,Trash/Dumpster Fire
24001551,2024,Jan,01/04/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0503,AFD,1F,1,"(-97.677803,30.293530)",-97.677803,30.29353,True,False,False,False,Structure Fire
24001596,2024,Jan,01/04/2024 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2103,AFD,3F,10,"(-97.745388,30.385471)",-97.745388,30.385471,False,False,False,False,Other
24001740,2024,Jan,01/04/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3808,AFD,1F,6,"(-97.788743,30.448383)",-97.788743,30.448383,True,False,False,False,Structure Fire
24001757,2024,Jan,01/04/2024 12:00:00 AM,Fire,AUTO - Auto Fire,00-1705,AFD,2F,8,"(-97.802865,30.246043)",-97.802865,30.246043,False,True,False,False,Vehicle Fire
24001797,2024,Jan,01/04/2024 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-1601,AFD,3F,7,"(-97.732152,30.353987)",-97.732152,30.353987,False,False,False,True,Trash/Dumpster Fire
24001819,2024,Jan,01/04/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-0805,AFD,3F,7,"(-97.730817,30.358914)",-97.730817,30.358914,False,False,False,True,Trash/Dumpster Fire
24001841,2024,Jan,01/04/2024 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-3001,AFD,4F,4,"(-97.711508,30.374592)",-97.711508,30.374592,False,False,False,False,Other
24001987,2024,Jan,01/05/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-4108,AFD,3F,1,"(-97.582248,30.330463)",-97.582248,30.330463,False,False,False,True,Trash/Dumpster Fire
24002006,2024,Jan,01/05/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-1706,AFD,3F,3,"(-97.769257,30.226854)",-97.769257,30.226854,False,False,False,True,Trash/Dumpster Fire
24002014,2024,Jan,01/05/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-1707,AFD,3F,3,"(-97.763727,30.223205)",-97.763727,30.223205,False,False,False,True,Trash/Dumpster Fire
24002059,2024,Jan,01/05/2024 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3403,AFD,3F,6,"(-97.800998,30.476315)",-97.800998,30.476315,False,False,False,False,Other
24002060,2024,Jan,01/05/2024 12:00:00 AM,Fire,AUTO - Auto Fire,00-0203,AFD,2F,1,"(-97.719100,30.274927)",-97.7191,30.274927,False,True,False,False,Vehicle Fire
24002070,2024,Jan,01/05/2024 12:00:00 AM,Fire,AUTO - Auto Fire,00-4201,AFD,2F,2,"(-97.638492,30.206685)",-97.638492,30.206685,False,True,False,False,Vehicle Fire
24002109,2024,Jan,01/05/2024 12:00:00 AM,Fire,ELEC - Electrical Fire,00-5106,AFD,3F,5,"(-97.807508,30.235692)",-97.807508,30.235692,False,False,False,False,Other
24002130,2024,Jan,01/05/2024 12:00:00 AM,Fire,ELEC - Electrical Fire,00-3604,AFD,3F,5,"(-97.808128,30.172267)",-97.808128,30.172267,False,False,False,False,Other
24002204,2024,Jan,01/05/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-2004,AFD,3F,5,"(-97.806820,30.220051)",-97.80682,30.220051,False,False,False,True,Trash/Dumpster Fire
24002235,2024,Jan,01/05/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-0604,AFD,3F,9,"(-97.753804,30.263267)",-97.753804,30.263267,False,False,False,True,Trash/Dumpster Fire
24002241,2024,Jan,01/05/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-1805,AFD,3F,1,"(-97.686588,30.332124)",-97.686588,30.332124,False,False,False,True,Trash/Dumpster Fire
24002246,2024,Jan,01/05/2024 12:00:00 AM,Fire,GRASS - Small Grass Fire,04-4802,AFD,3F,-,"(-97.605249,30.251746)",-97.605249,30.251746,False,False,True,False,Outdoor/Vegetation Fire
24002255,2024,Jan,01/05/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0604,AFD,1F,9,"(-97.750933,30.256929)",-97.750933,30.256929,True,False,False,False,Structure Fire
24002260,2024,Jan,01/05/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-1502,AFD,3F,3,"(-97.682757,30.231092)",-97.682757,30.231092,False,False,False,True,Trash/Dumpster Fire
24002304,2024,Jan,01/05/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-0701,AFD,3F,3,"(-97.731357,30.262616)",-97.731357,30.262616,False,False,False,True,Trash/Dumpster Fire
24002309,2024,Jan,01/05/2024 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4201,AFD,3F,2,"(-97.633878,30.206257)",-97.633878,30.206257,False,False,True,False,Outdoor/Vegetation Fire
24002328,2024,Jan,01/05/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-1709,AFD,3F,3,"(-97.762260,30.205150)",-97.76226,30.20515,False,False,False,True,Trash/Dumpster Fire
24002351,2024,Jan,01/05/2024 12:00:00 AM,Fire,AUTO - Auto Fire,00-2401,AFD,2F,2,"(-97.735341,30.188885)",-97.735341,30.188885,False,True,False,False,Vehicle Fire
24002352,2024,Jan,01/05/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-0804,AFD,3F,7,"(-97.720776,30.366143)",-97.720776,30.366143,False,False,False,True,Trash/Dumpster Fire
24002363,2024,Jan,01/05/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-0807,AFD,3F,7,"(-97.735608,30.381045)",-97.735608,30.381045,False,False,False,True,Trash/Dumpster Fire
24002367,2024,Jan,01/05/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-1707,AFD,3F,3,"(-97.748883,30.222361)",-97.748883,30.222361,False,False,False,True,Trash/Dumpster Fire
24002381,2024,Jan,01/05/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-2303,AFD,3F,4,"(-97.686226,30.332864)",-97.686226,30.332864,False,False,False,True,Trash/Dumpster Fire
24002387,2024,Jan,01/05/2024 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-1504,AFD,3F,3,"(-97.700011,30.270664)",-97.700011,30.270664,False,False,True,False,Outdoor/Vegetation Fire
24002416,2024,Jan,01/05/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-2306,AFD,3F,4,"(-97.690346,30.359877)",-97.690346,30.359877,False,False,False,True,Trash/Dumpster Fire
24002459,2024,Jan,01/06/2024 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-3608,AFD,3F,5,"(-97.776016,30.158730)",-97.776016,30.15873,False,False,True,False,Outdoor/Vegetation Fire
24002464,2024,Jan,01/06/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-0602,AFD,1F,9,"(-97.746432,30.228627)",-97.746432,30.228627,True,False,False,False,Structure Fire
24002465,2024,Jan,01/06/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-1602,AFD,3F,4,"(-97.704660,30.333366)",-97.70466,30.333366,False,False,False,True,Trash/Dumpster Fire
24002470,2024,Jan,01/06/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-0101,AFD,3F,9,"(-97.735596,30.263849)",-97.735596,30.263849,False,False,False,True,Trash/Dumpster Fire
24002474,2024,Jan,01/06/2024 12:00:00 AM,Fire,AUTO - Auto Fire,00-1803,AFD,2F,4,"(-97.708095,30.310661)",-97.708095,30.310661,False,True,False,False,Vehicle Fire
24002483,2024,Jan,01/06/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-3400,AFD,1F,6,"(-97.784447,30.460414)",-97.784447,30.460414,True,False,False,False,Structure Fire
24002491,2024,Jan,01/06/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-2403,AFD,3F,2,"(-97.764911,30.187645)",-97.764911,30.187645,False,False,False,True,Trash/Dumpster Fire
24002493,2024,Jan,01/06/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-3402,AFD,3F,6,"(-97.794697,30.461446)",-97.794697,30.461446,False,False,False,True,Trash/Dumpster Fire
24002496,2024,Jan,01/06/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-5102,AFD,3F,8,"(-97.823848,30.238087)",-97.823848,30.238087,False,False,False,True,Trash/Dumpster Fire
24002512,2024,Jan,01/06/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-0101,AFD,3F,3,"(-97.735222,30.263888)",-97.735222,30.263888,False,False,False,True,Trash/Dumpster Fire
24002524,2024,Jan,01/06/2024 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2801,AFD,3F,7,"(-97.673921,30.399302)",-97.673921,30.399302,False,False,False,False,Other
24002569,2024,Jan,01/06/2024 12:00:00 AM,Fire,AUTO - Auto Fire,00-2801,AFD,2F,7,"(-97.687734,30.427029)",-97.687734,30.427029,False,True,False,False,Vehicle Fire
24002600,2024,Jan,01/06/2024 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-3604,AFD,3F,5,"(-97.789771,30.160294)",-97.789771,30.160294,False,False,False,True,Trash/Dumpster Fire
24002624,2024,Jan,01/06/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-1503,AFD,3F,3,"(-97.690669,30.247085)",-97.690669,30.247085,False,False,False,True,Trash/Dumpster Fire
24002625,2024,Jan,01/06/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-1502,AFD,3F,3,"(-97.682789,30.231111)",-97.682789,30.231111,False,False,False,True,Trash/Dumpster Fire
24002649,2024,Jan,01/06/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-2201,AFD,3F,3,"(-97.724516,30.230890)",-97.724516,30.23089,False,False,False,True,Trash/Dumpster Fire
24002674,2024,Jan,01/06/2024 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2601,AFD,3F,1,"(-97.628451,30.293439)",-97.628451,30.293439,False,False,True,False,Outdoor/Vegetation Fire
24002683,2024,Jan,01/06/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-2204,AFD,3F,3,"(-97.706340,30.230106)",-97.70634,30.230106,False,False,False,True,Trash/Dumpster Fire
24002685,2024,Jan,01/06/2024 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-2203,AFD,4F,3,"(-97.718640,30.235698)",-97.71864,30.235698,False,False,False,False,Other
24002714,2024,Jan,01/06/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-4401,AFD,3F,6,"(-97.776378,30.432072)",-97.776378,30.432072,False,False,False,True,Trash/Dumpster Fire
24002731,2024,Jan,01/06/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-2403,AFD,3F,2,"(-97.765890,30.193014)",-97.76589,30.193014,False,False,False,True,Trash/Dumpster Fire
24002747,2024,Jan,01/06/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-2301,AFD,3F,4,"(-97.678863,30.361192)",-97.678863,30.361192,False,False,False,True,Trash/Dumpster Fire
24002756,2024,Jan,01/06/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-0702,AFD,3F,3,"(-97.706488,30.259170)",-97.706488,30.25917,False,False,False,True,Trash/Dumpster Fire
24002759,2024,Jan,01/06/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-3604,AFD,3F,5,"(-97.817076,30.172185)",-97.817076,30.172185,False,False,False,True,Trash/Dumpster Fire
24002779,2024,Jan,01/06/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-3003,AFD,3F,4,"(-97.678447,30.377769)",-97.678447,30.377769,False,False,False,True,Trash/Dumpster Fire
24002786,2024,Jan,01/06/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-3601,AFD,3F,5,"(-97.792470,30.167472)",-97.79247,30.167472,False,False,False,True,Trash/Dumpster Fire
24002801,2024,Jan,01/06/2024 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-3502,AFD,4F,3,"(-97.742148,30.222319)",-97.742148,30.222319,False,False,False,False,Other
24002806,2024,Jan,01/06/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-3001,AFD,3F,4,"(-97.697158,30.368544)",-97.697158,30.368544,False,False,False,True,Trash/Dumpster Fire
24002807,2024,Jan,01/06/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-2205,AFD,3F,3,"(-97.684773,30.233631)",-97.684773,30.233631,False,False,False,True,Trash/Dumpster Fire
24002828,2024,Jan,01/06/2024 12:00:00 AM,Fire,BBQ - Unsafe Cooking,00-3203,AFD,4F,8,"(-97.790848,30.258522)",-97.790848,30.258522,False,False,False,False,Other
24002830,2024,Jan,01/06/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-2202,AFD,3F,9,"(-97.738175,30.232840)",-97.738175,30.23284,False,False,False,True,Trash/Dumpster Fire
24002836,2024,Jan,01/06/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-1708,AFD,3F,3,"(-97.764171,30.222480)",-97.764171,30.22248,False,False,False,True,Trash/Dumpster Fire
24002839,2024,Jan,01/06/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-3001,AFD,3F,4,"(-97.695100,30.369263)",-97.6951,30.369263,False,False,False,True,Trash/Dumpster Fire
24002850,2024,Jan,01/06/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-1708,AFD,3F,3,"(-97.764171,30.222480)",-97.764171,30.22248,False,False,False,True,Trash/Dumpster Fire
24002853,2024,Jan,01/06/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-1504,AFD,3F,3,"(-97.700445,30.273147)",-97.700445,30.273147,False,False,False,True,Trash/Dumpster Fire
24002865,2024,Jan,01/06/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-2204,AFD,3F,3,"(-97.706225,30.230224)",-97.706225,30.230224,False,False,False,True,Trash/Dumpster Fire
24002873,2024,Jan,01/06/2024 12:00:00 AM,Fire,BOXHI - HIRISE Structure Fire,00-0102,AFD,1F,9,"(-97.740588,30.266800)",-97.740588,30.2668,True,False,False,False,Structure Fire
24002877,2024,Jan,01/06/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-2205,AFD,3F,3,"(-97.684169,30.232439)",-97.684169,30.232439,False,False,False,True,Trash/Dumpster Fire
24002900,2024,Jan,01/06/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-3604,AFD,3F,5,"(-97.787462,30.165880)",-97.787462,30.16588,False,False,False,True,Trash/Dumpster Fire
24002903,2024,Jan,01/06/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-3604,AFD,3F,5,"(-97.785542,30.166828)",-97.785542,30.166828,False,False,False,True,Trash/Dumpster Fire
24002909,2024,Jan,01/07/2024 12:00:00 AM,Fire,AUTO - Auto Fire,00-4001,AFD,2F,7,"(-97.667373,30.414957)",-97.667373,30.414957,False,True,False,False,Vehicle Fire
24002920,2024,Jan,01/07/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-1606,AFD,3F,7,"(-97.730914,30.356119)",-97.730914,30.356119,False,False,False,True,Trash/Dumpster Fire
24002955,2024,Jan,01/07/2024 12:00:00 AM,Fire,PKG - Auto In Parking Garage,00-2103,AFD,2F,10,"(-97.759838,30.388155)",-97.759838,30.388155,False,True,False,False,Vehicle Fire
24002986,2024,Jan,01/07/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-0101,AFD,3F,3,"(-97.732352,30.262947)",-97.732352,30.262947,False,False,False,True,Trash/Dumpster Fire
24003026,2024,Jan,01/07/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-5302,AFD,3F,2,"(-97.754407,30.156293)",-97.754407,30.156293,False,False,False,True,Trash/Dumpster Fire
24003061,2024,Jan,01/07/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-1705,AFD,3F,5,"(-97.789685,30.238437)",-97.789685,30.238437,False,False,False,True,Trash/Dumpster Fire
24003073,2024,Jan,01/07/2024 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-2607,AFD,3F,1,"(-97.661189,30.305903)",-97.661189,30.305903,False,False,True,False,Outdoor/Vegetation Fire
24003102,2024,Jan,01/07/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-1104,AFD,3F,9,"(-97.755081,30.263721)",-97.755081,30.263721,False,False,False,True,Trash/Dumpster Fire
24003112,2024,Jan,01/07/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-3402,AFD,1F,6,"(-97.801126,30.460816)",-97.801126,30.460816,True,False,False,False,Structure Fire
24003158,2024,Jan,01/07/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-4401,AFD,1F,6,"(-97.775718,30.436529)",-97.775718,30.436529,True,False,False,False,Structure Fire
24003159,2024,Jan,01/07/2024 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2305,AFD,3F,4,"(-97.700416,30.344725)",-97.700416,30.344725,False,False,False,False,Other
24003191,2024,Jan,01/07/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-1805,AFD,3F,1,"(-97.686131,30.332763)",-97.686131,30.332763,False,False,False,True,Trash/Dumpster Fire
24003196,2024,Jan,01/07/2024 12:00:00 AM,Fire,BOX -Structure Fire,00-0505,AFD,1F,1,"(-97.665151,30.284387)",-97.665151,30.284387,True,False,False,False,Structure Fire
24003207,2024,Jan,01/07/2024 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-4608,AFD,3F,5,"(-97.830398,30.158277)",-97.830398,30.158277,False,False,True,False,Outdoor/Vegetation Fire
24003231,2024,Jan,01/07/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-1703,AFD,3F,5,"(-97.788531,30.229620)",-97.788531,30.22962,False,False,False,True,Trash/Dumpster Fire
24003264,2024,Jan,01/07/2024 12:00:00 AM,Fire,TRASH - Trash Fire,05-4605,AFD,3F,-,"(-97.859553,30.173811)",-97.859553,30.173811,False,False,False,True,Trash/Dumpster Fire
24003267,2024,Jan,01/07/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-1703,AFD,3F,5,"(-97.787419,30.229045)",-97.787419,30.229045,False,False,False,True,Trash/Dumpster Fire
24003314,2024,Jan,01/08/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-1104,AFD,3F,5,"(-97.758459,30.260860)",-97.758459,30.26086,False,False,False,True,Trash/Dumpster Fire
24003368,2024,Jan,01/08/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-2202,AFD,3F,3,"(-97.725869,30.238123)",-97.725869,30.238123,False,False,False,True,Trash/Dumpster Fire
24003380,2024,Jan,01/08/2024 12:00:00 AM,Fire,ELEC - Electrical Fire,00-1003,AFD,3F,10,"(-97.773751,30.287754)",-97.773751,30.287754,False,False,False,False,Other
24003414,2024,Jan,01/08/2024 12:00:00 AM,Fire,BOXL- Structure Fire,00-1801,AFD,1F,1,"(-97.679369,30.321916)",-97.679369,30.321916,True,False,False,False,Structure Fire
24003443,2024,Jan,01/08/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4204,AFD,1F,-,"(-97.666679,30.202411)",-97.666679,30.202411,True,False,False,False,Structure Fire
24003444,2024,Jan,01/08/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-4204,AFD,1F,2,"(-97.666679,30.202411)",-97.666679,30.202411,True,False,False,False,Structure Fire
24003455,2024,Jan,01/08/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-0101,AFD,3F,9,"(-97.734845,30.265831)",-97.734845,30.265831,False,False,False,True,Trash/Dumpster Fire
24003548,2024,Jan,01/08/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-1703,AFD,3F,5,"(-97.788145,30.230215)",-97.788145,30.230215,False,False,False,True,Trash/Dumpster Fire
24003552,2024,Jan,01/08/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-1703,AFD,3F,5,"(-97.788136,30.230229)",-97.788136,30.230229,False,False,False,True,Trash/Dumpster Fire
24003563,2024,Jan,01/08/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-2204,AFD,3F,3,"(-97.706340,30.230106)",-97.70634,30.230106,False,False,False,True,Trash/Dumpster Fire
24003566,2024,Jan,01/08/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-0101,AFD,3F,9,"(-97.736454,30.264243)",-97.736454,30.264243,False,False,False,True,Trash/Dumpster Fire
24003575,2024,Jan,01/08/2024 12:00:00 AM,Fire,AUTO - Auto Fire,00-3502,AFD,2F,3,"(-97.745709,30.225879)",-97.745709,30.225879,False,True,False,False,Vehicle Fire
24003601,2024,Jan,01/08/2024 12:00:00 AM,Fire,ELEC - Electrical Fire,00-2305,AFD,3F,4,"(-97.699866,30.346676)",-97.699866,30.346676,False,False,False,False,Other
24003613,2024,Jan,01/08/2024 12:00:00 AM,Fire,AUTO - Auto Fire,00-3005,AFD,2F,4,"(-97.688748,30.375442)",-97.688748,30.375442,False,True,False,False,Vehicle Fire
24003628,2024,Jan,01/08/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2403,AFD,1F,2,"(-97.767585,30.188629)",-97.767585,30.188629,True,False,False,False,Structure Fire
24003664,2024,Jan,01/08/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-2004,AFD,3F,5,"(-97.805305,30.219492)",-97.805305,30.219492,False,False,False,True,Trash/Dumpster Fire
24003694,2024,Jan,01/08/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-3601,AFD,3F,2,"(-97.786817,30.167184)",-97.786817,30.167184,False,False,False,True,Trash/Dumpster Fire
24003697,2024,Jan,01/08/2024 12:00:00 AM,Fire,BOXS - Still Box Alarm,00-2104,AFD,1F,10,"(-97.749350,30.370819)",-97.74935,30.370819,True,False,False,False,Structure Fire
24003710,2024,Jan,01/08/2024 12:00:00 AM,Fire,AUTO - Auto Fire,00-1401,AFD,2F,9,"(-97.699509,30.301271)",-97.699509,30.301271,False,True,False,False,Vehicle Fire
24003749,2024,Jan,01/08/2024 12:00:00 AM,Fire,AUTO - Auto Fire,00-2502,AFD,2F,6,"(-97.745349,30.411913)",-97.745349,30.411913,False,True,False,False,Vehicle Fire
24003756,2024,Jan,01/08/2024 12:00:00 AM,Fire,DUMP - Dumpster Fire,00-1202,AFD,3F,7,"(-97.740935,30.325726)",-97.740935,30.325726,False,False,False,True,Trash/Dumpster Fire
24003762,2024,Jan,01/08/2024 12:00:00 AM,Fire,GRASS - Small Grass Fire,00-5101,AFD,3F,8,"(-97.827744,30.237005)",-97.827744,30.237005,False,False,True,False,Outdoor/Vegetation Fire
24003801,2024,Jan,01/08/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-5101,AFD,3F,8,"(-97.827744,30.237005)",-97.827744,30.237005,False,False,False,True,Trash/Dumpster Fire
24003807,2024,Jan,01/08/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-0604,AFD,3F,9,"(-97.750897,30.256990)",-97.750897,30.25699,False,False,False,True,Trash/Dumpster Fire
24003819,2024,Jan,01/08/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-0604,AFD,3F,9,"(-97.750836,30.257098)",-97.750836,30.257098,False,False,False,True,Trash/Dumpster Fire
24003831,2024,Jan,01/08/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-4903,AFD,3F,5,"(-97.784582,30.154553)",-97.784582,30.154553,False,False,False,True,Trash/Dumpster Fire
24003834,2024,Jan,01/08/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-5103,AFD,3F,8,"(-97.822712,30.236658)",-97.822712,30.236658,False,False,False,True,Trash/Dumpster Fire
24003838,2024,Jan,01/08/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-5102,AFD,3F,8,"(-97.823761,30.237989)",-97.823761,30.237989,False,False,False,True,Trash/Dumpster Fire
24003839,2024,Jan,01/08/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-2903,AFD,3F,5,"(-97.839243,30.181535)",-97.839243,30.181535,False,False,False,True,Trash/Dumpster Fire
24003850,2024,Jan,01/09/2024 12:00:00 AM,Fire,TRASH - Trash Fire,SV-5109,AFD,3F,-,"(-97.820827,30.233154)",-97.820827,30.233154,False,False,False,True,Trash/Dumpster Fire
24003879,2024,Jan,01/09/2024 12:00:00 AM,Fire,TRASH - Trash Fire,00-1504,AFD,3F,3,"(-97.699219,30.273351)",-97.699219,30.273351,False,False,False,True,Trash/Dumpster Fire
